Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE SAIL @ MARINA BAY,"1,644,000",688.9,"2,386",Aug-24,MARINA BOULEVARD,Resale,Strata,64,"25,688",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,51 to 55
TREASURE AT TAMPINES,"1,068,888",592.02,"1,805",Aug-24,TAMPINES LANE,Resale,Strata,55,"19,434",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,11 to 15
PARC OASIS,"1,380,000","1,227.1","1,125",Aug-24,JURONG EAST AVENUE 1,Resale,Strata,114,"12,105",-,Condominium,1,99 yrs lease commencing from 1991,22,Outside Central Region,11 to 15
SELETAR PARK RESIDENCE,"2,280,000","2,314.26",985,Aug-24,SELETAR ROAD,Resale,Strata,215,"10,605",-,Condominium,1,99 yrs lease commencing from 2011,28,Outside Central Region,01 to 05
SKY HABITAT,"2,306,880","1,248.62","1,848",Aug-24,BISHAN STREET 15,Resale,Strata,116,"19,887",-,Condominium,1,99 yrs lease commencing from 2011,20,Rest of Central Region,01 to 05
FLAMINGO VALLEY,"1,838,000","1,173.28","1,567",Aug-24,SIGLAP ROAD,Resale,Strata,109,"16,862",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
RIS GRANDEUR,"1,388,000","1,065.64","1,303",Aug-24,ELIAS ROAD,Resale,Strata,99,"14,020",-,Condominium,1,Freehold,18,Outside Central Region,11 to 15
DAINTREE RESIDENCE,"1,375,000",678.13,"2,028",Aug-24,TOH TUCK ROAD,Resale,Strata,63,"21,825",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"2,810,000","1,603.84","1,752",Aug-24,KEPPEL BAY VIEW,Resale,Strata,149,"18,859",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,06 to 10
DAINTREE RESIDENCE,"1,635,000",775.01,"2,110",Aug-24,TOH TUCK ROAD,Resale,Strata,72,"22,708",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
LA VIDA @ 130,"1,735,000","1,323.97","1,310",Aug-24,LORONG K TELOK KURAU,Resale,Strata,123,"14,106",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
EIGHT COURTYARDS,"1,540,000","1,474.67","1,044",Aug-24,CANBERRA DRIVE,Resale,Strata,137,"11,241",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
MARGATE POINT,"2,400,000","1,280.92","1,874",Aug-24,MARGATE ROAD,Resale,Strata,119,"20,168",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE HILLIER,"810,000",505.91,"1,601",Aug-24,HILLVIEW RISE,Resale,Strata,47,"17,234",-,Apartment,1,99 yrs lease commencing from 2011,23,Outside Central Region,06 to 10
REZI 35,"1,398,000",925.7,"1,510",Aug-24,LORONG 35 GEYLANG,Resale,Strata,86,"16,256",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
GLENDALE PARK,"1,900,000","1,216.33","1,562",Aug-24,HILLVIEW AVENUE,Resale,Strata,113,"16,814",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
GUILLEMARD SUITES,"800,000",484.38,"1,652",Aug-24,GUILLEMARD ROAD,Resale,Strata,45,"17,778",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
NORTH PARK RESIDENCES,"1,735,000",968.76,"1,791",Aug-24,YISHUN CENTRAL 1,Resale,Strata,90,"19,278",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
HIGH PARK RESIDENCES,"1,050,000",635.08,"1,653",Aug-24,FERNVALE ROAD,Resale,Strata,59,"17,797",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,11 to 15
PARK COLONIAL,"1,345,000",602.78,"2,231",Aug-24,WOODLEIGH LANE,Resale,Strata,56,"24,018",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
YISHUN SAPPHIRE,"1,026,000","1,194.8",859,Aug-24,CANBERRA DRIVE,Resale,Strata,111,"9,243",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,01 to 05
VENEZIO,"1,990,000","1,313.21","1,515",Aug-24,UPPER EAST COAST ROAD,Resale,Strata,122,"16,311",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
THE QUARTZ,"1,688,888","1,151.75","1,466",Aug-24,COMPASSVALE BOW,Resale,Strata,107,"15,784",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,06 to 10
THE QUARTZ,"1,500,000","1,065.64","1,408",Aug-24,COMPASSVALE BOW,Resale,Strata,99,"15,152",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,06 to 10
URBAN VISTA,"723,800",441.32,"1,640",Aug-24,TANAH MERAH KECHIL LINK,Resale,Strata,41,"17,654",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05
ORCHID PARK CONDOMINIUM,"1,790,008","1,829.88",978,Aug-24,YISHUN STREET 81,Resale,Strata,170,"10,529",-,Condominium,1,99 yrs lease commencing from 1991,27,Outside Central Region,11 to 15
JARDIN,"2,150,000","1,130.22","1,902",Aug-24,DUNEARN ROAD,Resale,Strata,105,"20,476",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
HILLVISTA,"1,902,800","1,227.1","1,551",Aug-24,ELIZABETH DRIVE,Resale,Strata,114,"16,691",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
PARC RIVIERA,"977,000",602.78,"1,621",Aug-24,WEST COAST VALE,Resale,Strata,56,"17,446",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,31 to 35
WHISTLER GRAND,"830,000",441.32,"1,881",Aug-24,WEST COAST VALE,Resale,Strata,41,"20,244",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,11 to 15
DAINTREE RESIDENCE,"1,543,000",742.72,"2,078",Aug-24,TOH TUCK ROAD,Resale,Strata,69,"22,362",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
SEASTRAND,"1,410,000","1,194.8","1,180",Aug-24,PASIR RIS LINK,Resale,Strata,111,"12,703",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
SOLEIL @ SINARAN,"2,500,300","1,453.14","1,721",Aug-24,SINARAN DRIVE,Resale,Strata,135,"18,521",-,Condominium,1,99 yrs lease commencing from 2006,11,Core Central Region,21 to 25
D'ECOSIA,"880,888",484.38,"1,819",Aug-24,STILL ROAD SOUTH,Resale,Strata,45,"19,575",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
WEMBLY RESIDENCES,"1,620,000","1,108.69","1,461",Aug-24,YIO CHU KANG ROAD,Resale,Strata,103,"15,728",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THE INFLORA,"660,000",462.85,"1,426",Aug-24,FLORA DRIVE,Resale,Strata,43,"15,349",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,06 to 10
THE MADEIRA,"1,585,000","1,302.44","1,217",Aug-24,BUKIT BATOK STREET 31,Resale,Strata,121,"13,099",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,16 to 20
WATERFRONT ISLE,"1,398,000",904.18,"1,546",Aug-24,BEDOK RESERVOIR ROAD,Resale,Strata,84,"16,643",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,01 to 05
THE PIER AT ROBERTSON,"2,999,888","1,205.57","2,488",Aug-24,MOHAMED SULTAN ROAD,Resale,Strata,112,"26,785",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
WILKIE STUDIO,"2,808,000","1,819.12","1,544",Aug-24,WILKIE ROAD,Resale,Strata,169,"16,615",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
MARTIN MODERN,"2,120,000",764.24,"2,774",Aug-24,MARTIN PLACE,Resale,Strata,71,"29,859",-,Condominium,1,99 yrs lease commencing from 2016,09,Core Central Region,16 to 20
CARIBBEAN AT KEPPEL BAY,"2,900,000","1,646.89","1,761",Aug-24,KEPPEL BAY DRIVE,Resale,Strata,153,"18,954",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,01 to 05
KATONG REGENCY,"1,160,000",581.26,"1,996",Aug-24,TANJONG KATONG ROAD,Resale,Strata,54,"21,481",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
KOVAN REGENCY,"2,088,000","1,130.22","1,847",Aug-24,KOVAN RISE,Resale,Strata,105,"19,886",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
ARCHIPELAGO,"1,300,000",828.83,"1,568",Aug-24,BEDOK RESERVOIR ROAD,Resale,Strata,77,"16,883",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
MIDWOOD,"1,365,000",688.9,"1,981",Aug-24,HILLVIEW RISE,Resale,Strata,64,"21,328",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,06 to 10
MAPLE WOODS,"2,070,000",914.94,"2,262",Aug-24,BUKIT TIMAH ROAD,Resale,Strata,85,"24,353",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
CARISSA PARK CONDOMINIUM,"1,520,000","1,323.97","1,148",Aug-24,FLORA DRIVE,Resale,Strata,123,"12,358",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
MILL POINT,"2,050,000",925.7,"2,215",Aug-24,ZION CLOSE,Resale,Strata,86,"23,837",-,Apartment,1,999 yrs lease commencing from 1877,10,Core Central Region,06 to 10
THE LUXURIE,"1,345,000",882.65,"1,524",Aug-24,COMPASSVALE ROAD,Resale,Strata,82,"16,402",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
BARTLEY RIDGE,"1,600,000",850.36,"1,882",Aug-24,MOUNT VERNON ROAD,Resale,Strata,79,"20,253",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,01 to 05
TEXTILE CENTRE,"1,075,880",914.94,"1,176",Aug-24,JALAN SULTAN,Resale,Strata,85,"12,657",-,Apartment,1,99 yrs lease commencing from 1970,07,Rest of Central Region,16 to 20
ONE AMBER,"2,930,000","1,270.15","2,307",Aug-24,AMBER GARDENS,Resale,Strata,118,"24,831",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
PINNACLE 16,"1,500,000",925.7,"1,620",Aug-24,SHAN ROAD,Resale,Strata,86,"17,442",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
PARC ESTA,"1,360,000",635.08,"2,141",Aug-24,SIMS AVENUE,Resale,Strata,59,"23,051",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,06 to 10
BRADDELL VIEW,"1,870,000","1,700.71","1,100",Aug-24,BRADDELL HILL,Resale,Strata,158,"11,835",-,Apartment,1,102 yrs lease commencing from 1978,20,Rest of Central Region,01 to 05
GOODWOOD RESIDENCE,"4,280,000","1,862.17","2,298",Aug-24,BUKIT TIMAH ROAD,Resale,Strata,173,"24,740",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
HIGHGATE,"2,080,000","1,463.9","1,421",Aug-24,TOH TUCK ROAD,Resale,Strata,136,"15,294",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
THE TRE VER,"2,220,000","1,097.93","2,022",Aug-24,POTONG PASIR AVENUE 1,Resale,Strata,102,"21,765",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,11 to 15
THE TAPESTRY,"3,035,000","1,765.3","1,719",Aug-24,TAMPINES STREET 86,Resale,Strata,164,"18,506",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
ROCHELLE AT NEWTON,"2,600,000","1,356.26","1,917",Aug-24,KENG LEE ROAD,Resale,Strata,126,"20,635",-,Condominium,1,99 yrs lease commencing from 2008,11,Core Central Region,11 to 15
THE TAPESTRY,"1,002,000",602.78,"1,662",Aug-24,TAMPINES STREET 86,Resale,Strata,56,"17,893",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,06 to 10
IRIDIUM,"1,928,000","1,065.64","1,809",Aug-24,LINCOLN ROAD,Resale,Strata,99,"19,475",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
PARC RIVIERA,"760,000",462.85,"1,642",Aug-24,WEST COAST VALE,Resale,Strata,43,"17,674",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,06 to 10
SPOTTISWOODE PARK,"1,180,000","1,270.15",929,Aug-24,SPOTTISWOODE PARK ROAD,Resale,Strata,118,"10,000",-,Apartment,1,99 yrs lease commencing from 1976,02,Rest of Central Region,11 to 15
LIV ON SOPHIA,"1,200,000",710.42,"1,689",Aug-24,ADIS ROAD,Resale,Strata,66,"18,182",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
MARINA BAY RESIDENCES,"3,800,000","1,636.13","2,323",Aug-24,MARINA BOULEVARD,Resale,Strata,152,"25,000",-,Condominium,1,99 yrs lease commencing from 2005,01,Core Central Region,41 to 45
WOODGROVE CONDOMINIUM,"1,860,000","2,012.87",924,Aug-24,WOODGROVE DRIVE,Resale,Strata,187,"9,947",-,Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05
HILLS TWOONE,"1,150,000",796.54,"1,444",Aug-24,HILLVIEW TERRACE,Resale,Strata,74,"15,541",-,Apartment,1,Freehold,23,Outside Central Region,01 to 05
NOTTINGHILL SUITES,"1,000,000",785.77,"1,273",Aug-24,TOH TUCK ROAD,Resale,Strata,73,"13,699",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
THE MINTON,"2,280,000","1,453.14","1,569",Aug-24,HOUGANG STREET 11,Resale,Strata,135,"16,889",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
SUNGLADE,"1,885,000","1,173.28","1,607",Aug-24,SERANGOON AVENUE 2,Resale,Strata,109,"17,294",-,Condominium,1,99 yrs lease commencing from 2000,19,Outside Central Region,06 to 10
NEPTUNE COURT,"1,920,000","1,636.13","1,174",Aug-24,MARINE VISTA,Resale,Strata,152,"12,632",-,Apartment,1,99 yrs lease commencing from 1975,15,Outside Central Region,11 to 15
CARIBBEAN AT KEPPEL BAY,"1,750,000",839.59,"2,084",Aug-24,KEPPEL BAY DRIVE,Resale,Strata,78,"22,436",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,01 to 05
THE TAPESTRY,"2,830,000","1,765.3","1,603",Aug-24,TAMPINES STREET 86,Resale,Strata,164,"17,256",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
THE TREVOSE,"3,360,000","1,894.46","1,774",Aug-24,TREVOSE CRESCENT,Resale,Strata,176,"19,091",-,Condominium,1,99 yrs lease commencing from 1996,11,Core Central Region,01 to 05
HIGHGATE,"2,588,000","1,636.13","1,582",Aug-24,TOH TUCK ROAD,Resale,Strata,152,"17,026",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
SOPHIA RESIDENCE,"1,525,000",818.06,"1,864",Aug-24,SOPHIA ROAD,Resale,Strata,76,"20,066",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
CUSCADEN RESERVE,"2,667,600",936.47,"2,849",Aug-24,CUSCADEN ROAD,Resale,Strata,87,"30,662",-,Condominium,1,99 yrs lease commencing from 2018,10,Core Central Region,06 to 10
EDELWEISS PARK CONDOMINIUM,"1,600,000","1,334.74","1,199",Aug-24,FLORA ROAD,Resale,Strata,124,"12,903",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
PARC CENTROS,"1,140,000",764.24,"1,492",Aug-24,PUNGGOL CENTRAL,Resale,Strata,71,"16,056",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
SKY VUE,"2,700,000","1,140.98","2,366",Aug-24,BISHAN STREET 15,Resale,Strata,106,"25,472",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,11 to 15
FAR HORIZON GARDENS,"1,262,000","1,151.75","1,096",Aug-24,ANG MO KIO AVENUE 9,Resale,Strata,107,"11,794",-,Condominium,1,99 yrs lease commencing from 1982,20,Outside Central Region,01 to 05
THE ALPS RESIDENCES,"1,080,000",699.66,"1,544",Aug-24,TAMPINES STREET 86,Resale,Strata,65,"16,615",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,01 to 05
HILLCREST ARCADIA,"980,000",958,"1,023",Aug-24,ARCADIA ROAD,Resale,Strata,89,"11,011",-,Condominium,1,99 yrs lease commencing from 1975,11,Core Central Region,01 to 05
TERRASSE,"1,730,000","1,108.69","1,560",Aug-24,TERRASSE LANE,Resale,Strata,103,"16,796",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
COUNTRY PARK CONDOMINIUM,"2,220,000","1,313.21","1,691",Aug-24,BEDOK ROAD,Resale,Strata,122,"18,197",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
THE WATERINA,"2,630,000","1,302.44","2,019",Aug-24,LORONG 40 GEYLANG,Resale,Strata,121,"21,736",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
THE WATERLINE,"863,000",785.77,"1,098",Aug-24,POH HUAT ROAD WEST,Resale,Strata,73,"11,822",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
MEADOWS @ PEIRCE,"1,830,000","1,194.8","1,532",Aug-24,UPPER THOMSON ROAD,Resale,Strata,111,"16,486",-,Condominium,1,Freehold,26,Outside Central Region,01 to 05
COSTA RHU,"1,438,000",990.29,"1,452",Aug-24,RHU CROSS,Resale,Strata,92,"15,630",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,06 to 10
THE GLYNDEBOURNE,"4,790,000","1,991.34","2,405",Aug-24,TREVOSE CRESCENT,Resale,Strata,185,"25,892",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
PARC OASIS,"1,860,000","1,506.96","1,234",Aug-24,JURONG EAST AVENUE 1,Resale,Strata,140,"13,286",-,Condominium,1,99 yrs lease commencing from 1991,22,Outside Central Region,06 to 10
TANGLIN REGENCY,"1,800,000","1,044.11","1,724",Aug-24,TANGLIN ROAD,Resale,Strata,97,"18,557",-,Condominium,1,99 yrs lease commencing from 1994,10,Core Central Region,01 to 05
ARCHIPELAGO,"3,300,000","2,992.39","1,103",Aug-24,BEDOK RESERVOIR ROAD,Resale,Strata,278,"11,871",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
PARC RIVIERA,"1,520,000",904.18,"1,681",Aug-24,WEST COAST VALE,Resale,Strata,84,"18,095",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,31 to 35
SUNFLOWER VIEW,"1,270,000","1,011.82","1,255",Aug-24,LORONG 36 GEYLANG,Resale,Strata,94,"13,511",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
GEM RESIDENCES,"1,288,888",678.13,"1,901",Aug-24,LORONG 5 TOA PAYOH,Resale,Strata,63,"20,459",-,Condominium,1,99 yrs lease commencing from 2015,12,Rest of Central Region,01 to 05
PARC CENTROS,"800,000",462.85,"1,728",Aug-24,PUNGGOL CENTRAL,Resale,Strata,43,"18,605",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
SIXTEEN35 RESIDENCES,"988,000",624.31,"1,583",Aug-24,LORONG 35 GEYLANG,Resale,Strata,58,"17,034",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
THE BAYSHORE,"1,425,000","1,011.82","1,408",Aug-24,BAYSHORE ROAD,Resale,Strata,94,"15,160",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,16 to 20
SKT MANSIONS,"1,222,000","1,011.82","1,208",Aug-24,LORONG 25 GEYLANG,Resale,Strata,94,"13,000",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE PALETTE,"1,618,888","1,065.64","1,519",Aug-24,PASIR RIS GROVE,Resale,Strata,99,"16,352",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
LIVIA,"1,080,000",914.94,"1,180",Aug-24,PASIR RIS GROVE,Resale,Strata,85,"12,706",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
CAIRNHILL CREST,"3,878,000","1,733","2,238",Aug-24,CAIRNHILL CIRCLE,Resale,Strata,161,"24,087",-,Condominium,1,Freehold,09,Core Central Region,16 to 20
LANDBAY CONDOMINIUM,"1,950,000","1,140.98","1,709",Aug-24,JALAN HAJIJAH,Resale,Strata,106,"18,396",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
PARC KOMO,"1,720,000","1,001.05","1,718",Aug-24,UPPER CHANGI ROAD NORTH,Resale,Strata,93,"18,495",-,Apartment,1,Freehold,17,Outside Central Region,01 to 05
SIXTEEN35 RESIDENCES,"998,000",624.31,"1,599",Aug-24,LORONG 35 GEYLANG,Resale,Strata,58,"17,207",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,06 to 10
WATERMARK ROBERTSON QUAY,"2,460,000","1,076.4","2,285",Aug-24,RODYK STREET,Resale,Strata,100,"24,600",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
FOREST WOODS,"2,620,000","1,248.62","2,098",Aug-24,LORONG LEW LIAN,Resale,Strata,116,"22,586",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
SANCTUARY GREEN,"2,950,000","1,808.35","1,631",Aug-24,TANJONG RHU ROAD,Resale,Strata,168,"17,560",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,06 to 10
J GATEWAY,"980,000",473.62,"2,069",Aug-24,GATEWAY DRIVE,Resale,Strata,44,"22,273",-,Condominium,1,99 yrs lease commencing from 2012,22,Outside Central Region,11 to 15
LUMIERE,"1,110,000",678.13,"1,637",Aug-24,MISTRI ROAD,Resale,Strata,63,"17,619",-,Apartment,1,99 yrs lease commencing from 2006,02,Core Central Region,31 to 35
