Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
PRESTIGE HEIGHTS,"668,000",398.27,"1,677",May-24,BALESTIER ROAD,Resale,Strata,37,"18,054",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
KOVAN REGENCY,"1,520,000",775.01,"1,961",May-24,KOVAN RISE,Resale,Strata,72,"21,111",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
D' CASTILIA,"982,800",613.55,"1,602",May-24,JOO CHIAT LANE,Resale,Strata,57,"17,242",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
REGENT HEIGHTS,"1,250,000","1,173.28","1,065",May-24,BUKIT BATOK EAST AVENUE 5,Resale,Strata,109,"11,468",-,Condominium,1,99 yrs lease commencing from 1995,23,Outside Central Region,11 to 15
CASPIAN,"1,510,000","1,001.05","1,508",May-24,LAKESIDE DRIVE,Resale,Strata,93,"16,237",-,Condominium,1,99 yrs lease commencing from 2008,22,Outside Central Region,11 to 15
THE WISTERIA,"1,305,000",968.76,"1,347",May-24,YISHUN RING ROAD,Resale,Strata,90,"14,500",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
RIVER PLACE,"1,795,000","1,033.34","1,737",May-24,HAVELOCK ROAD,Resale,Strata,96,"18,698",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,06 to 10
THE SKYWOODS,"1,200,000",710.42,"1,689",May-24,DAIRY FARM HEIGHTS,Resale,Strata,66,"18,182",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,11 to 15
LAKE GRANDE,"1,300,000",721.19,"1,803",May-24,JURONG LAKE LINK,Resale,Strata,67,"19,403",-,Condominium,1,99 yrs lease commencing from 2015,22,Outside Central Region,01 to 05
STUDIO8,"878,888",559.73,"1,570",May-24,JALAN AYER,Resale,Strata,52,"16,902",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
CHANTILLY RISE,"1,900,000","1,270.15","1,496",May-24,HILLVIEW AVENUE,Resale,Strata,118,"16,102",-,Condominium,1,Freehold,23,Outside Central Region,06 to 10
HIGHLINE RESIDENCES,"1,105,000",505.91,"2,184",May-24,KIM TIAN ROAD,Resale,Strata,47,"23,511",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,21 to 25
ONE SHENTON,"1,528,000",936.47,"1,632",May-24,SHENTON WAY,Resale,Strata,87,"17,563",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,11 to 15
THE SCALA,"1,788,000","1,044.11","1,712",May-24,SERANGOON AVENUE 3,Resale,Strata,97,"18,433",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10
LUTHERAN TOWERS,"2,200,000","1,915.99","1,148",May-24,TAN KIM CHENG ROAD,Resale,Strata,178,"12,360",-,Apartment,1,103 yrs lease commencing from 1974,10,Core Central Region,16 to 20
THE LAKESHORE,"1,750,000","1,184.04","1,478",May-24,JURONG WEST STREET 41,Resale,Strata,110,"15,909",-,Condominium,1,99 yrs lease commencing from 2002,22,Outside Central Region,11 to 15
MI CASA,"1,280,000","1,119.46","1,143",May-24,CHOA CHU KANG AVENUE 3,Resale,Strata,104,"12,308",-,Condominium,1,99 yrs lease commencing from 2008,23,Outside Central Region,06 to 10
THE WARREN,"2,600,000","2,454.19","1,059",May-24,CHOA CHU KANG LOOP,Resale,Strata,228,"11,404",-,Condominium,1,99 yrs lease commencing from 2001,23,Outside Central Region,11 to 15
MANHATTAN MANSIONS,"4,200,000","2,195.86","1,913",May-24,GRANGE ROAD,Resale,Strata,204,"20,588",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
PARC ROSEWOOD,"790,000",581.26,"1,359",May-24,ROSEWOOD DRIVE,Resale,Strata,54,"14,630",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
THE CASCADIA,"3,338,900","1,496.2","2,232",May-24,BUKIT TIMAH ROAD,Resale,Strata,139,"24,021",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
HILLTOP GROVE,"1,465,000","1,237.86","1,183",May-24,HILLVIEW AVENUE,Resale,Strata,115,"12,739",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,240,000",678.13,"1,829",May-24,TAMPINES LANE,Resale,Strata,63,"19,683",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,11 to 15
LIVIA,"1,590,000","1,270.15","1,252",May-24,PASIR RIS GROVE,Resale,Strata,118,"13,475",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
EIGHT RIVERSUITES,"1,280,800",699.66,"1,831",May-24,WHAMPOA EAST,Resale,Strata,65,"19,705",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,16 to 20
AVA TOWERS,"1,930,000","1,280.92","1,507",May-24,AVA ROAD,Resale,Strata,119,"16,218",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
THE MINTON,"836,000",559.73,"1,494",May-24,HOUGANG STREET 11,Resale,Strata,52,"16,077",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15
THE BROOKS II,"1,600,000","1,151.75","1,389",May-24,SPRINGSIDE GREEN,Resale,Strata,107,"14,953",-,Apartment,1,Freehold,26,Outside Central Region,01 to 05
ECO,"882,000",581.26,"1,517",May-24,BEDOK SOUTH AVENUE 3,Resale,Strata,54,"16,333",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,06 to 10
Q BAY RESIDENCES,"1,888,888","1,410.08","1,340",May-24,TAMPINES STREET 86,Resale,Strata,131,"14,419",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
SPANISH VILLAGE,"2,460,000","1,248.62","1,970",May-24,FARRER ROAD,Resale,Strata,116,"21,207",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
EON SHENTON,"1,280,000",538.2,"2,378",May-24,SHENTON WAY,Resale,Strata,50,"25,600",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,21 to 25
THE LINEAR,"1,800,000","1,280.92","1,405",May-24,UPPER BUKIT TIMAH ROAD,Resale,Strata,119,"15,126",-,Apartment,1,999 yrs lease commencing from 1876,23,Outside Central Region,01 to 05
SANT RITZ,"885,000",527.44,"1,678",May-24,PHENG GECK AVENUE,Resale,Strata,49,"18,061",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
ONE OXLEY RISE,"2,350,000","1,054.87","2,228",May-24,OXLEY RISE,Resale,Strata,98,"23,980",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
HOLLAND RESIDENCES,"2,160,000",979.52,"2,205",May-24,TAMAN WARNA,Resale,Strata,91,"23,736",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
SOMMERVILLE PARK,"3,988,000","1,883.7","2,117",May-24,FARRER DRIVE,Resale,Strata,175,"22,789",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
HILLION RESIDENCES,"800,000",473.62,"1,689",May-24,JELEBU ROAD,Resale,Strata,44,"18,182",-,Apartment,1,99 yrs lease commencing from 2013,23,Outside Central Region,11 to 15
THE CLEARWATER,"1,730,000","1,410.08","1,227",May-24,BEDOK RESERVOIR VIEW,Resale,Strata,131,"13,206",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,01 to 05
RIVERTREES RESIDENCES,"1,230,000",871.88,"1,411",May-24,FERNVALE CLOSE,Resale,Strata,81,"15,185",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,16 to 20
TREE HOUSE,"1,238,000",861.12,"1,438",May-24,CHESTNUT AVENUE,Resale,Strata,80,"15,475",-,Condominium,1,99 yrs lease commencing from 2009,23,Outside Central Region,11 to 15
CANBERRA RESIDENCES,"1,068,000",904.18,"1,181",May-24,CANBERRA DRIVE,Resale,Strata,84,"12,714",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
MELVILLE PARK,"860,000",958,898,May-24,SIMEI STREET 1,Resale,Strata,89,"9,663",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,01 to 05
THE TAPESTRY,"810,000",473.62,"1,710",May-24,TAMPINES STREET 86,Resale,Strata,44,"18,409",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,580,000",914.94,"1,727",May-24,TAMPINES LANE,Resale,Strata,85,"18,588",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
LAKEVILLE,"1,140,000",635.08,"1,795",May-24,JURONG LAKE LINK,Resale,Strata,59,"19,322",-,Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,11 to 15
GRANDEUR PARK RESIDENCES,"1,250,000",624.31,"2,002",May-24,BEDOK SOUTH AVENUE 3,Resale,Strata,58,"21,552",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,06 to 10
NYON,"1,260,000",484.38,"2,601",May-24,AMBER ROAD,Resale,Strata,45,"28,000",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
NEPTUNE COURT,"2,080,000","1,636.13","1,271",May-24,MARINE VISTA,Resale,Strata,152,"13,684",-,Apartment,1,99 yrs lease commencing from 1975,15,Outside Central Region,11 to 15
KATONG GARDENS,"3,350,000","1,948.28","1,719",May-24,TEMBELING ROAD,Resale,Strata,181,"18,508",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
TREASURE AT TAMPINES,"1,822,000","1,011.82","1,801",May-24,TAMPINES LANE,Resale,Strata,94,"19,383",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
SANCTUARY GREEN,"1,450,000",850.36,"1,705",May-24,TANJONG RHU ROAD,Resale,Strata,79,"18,354",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,01 to 05
QUEENS,"2,028,888","1,184.04","1,714",May-24,STIRLING ROAD,Resale,Strata,110,"18,444",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,26 to 30
THE HILLIER,"815,000",516.67,"1,577",May-24,HILLVIEW RISE,Resale,Strata,48,"16,979",-,Apartment,1,99 yrs lease commencing from 2011,23,Outside Central Region,06 to 10
THE TAPESTRY,"1,032,000",602.78,"1,712",May-24,TAMPINES STREET 86,Resale,Strata,56,"18,429",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
GRANDEUR PARK RESIDENCES,"1,858,000",968.76,"1,918",May-24,BEDOK SOUTH AVENUE 3,Resale,Strata,90,"20,644",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,01 to 05
MELVILLE PARK,"900,000","1,087.16",828,May-24,SIMEI STREET 1,Resale,Strata,101,"8,911",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,01 to 05
EASTPOINT GREEN,"1,340,000","1,130.22","1,186",May-24,SIMEI STREET 3,Resale,Strata,105,"12,762",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,06 to 10
COTE D'AZUR,"2,610,000","1,388.56","1,880",May-24,MARINE PARADE ROAD,Resale,Strata,129,"20,233",-,Condominium,1,99 yrs lease commencing from 2001,15,Rest of Central Region,06 to 10
BAYWATER,"1,360,000","1,044.11","1,303",May-24,BEDOK RESERVOIR ROAD,Resale,Strata,97,"14,021",-,Condominium,1,99 yrs lease commencing from 2001,16,Outside Central Region,06 to 10
CAVENAGH GARDENS,"2,470,000","1,550.02","1,594",May-24,CAVENAGH ROAD,Resale,Strata,144,"17,153",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
TIERRA VUE,"2,750,000","1,550.02","1,774",May-24,ST. PATRICK'S ROAD,Resale,Strata,144,"19,097",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
SIGLAP V,"888,888",581.26,"1,529",May-24,FIRST STREET,Resale,Strata,54,"16,461",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
TWIN VEW,"1,960,000","1,065.64","1,839",May-24,WEST COAST VALE,Resale,Strata,99,"19,798",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,16 to 20
LAKEVILLE,"1,680,000",968.76,"1,734",May-24,JURONG LAKE LINK,Resale,Strata,90,"18,667",-,Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,11 to 15
COSTA RHU,"3,350,000","2,055.92","1,629",May-24,RHU CROSS,Resale,Strata,191,"17,539",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,11 to 15
MIDWOOD,"1,890,000",990.29,"1,909",May-24,HILLVIEW RISE,Resale,Strata,92,"20,543",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,16 to 20
HILLTOPS,"8,360,000","2,378.84","3,514",May-24,CAIRNHILL CIRCLE,Resale,Strata,221,"37,828",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
PARC RIVIERA,"988,888",602.78,"1,641",May-24,WEST COAST VALE,Resale,Strata,56,"17,659",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,31 to 35
TRILIVE,"1,128,000",624.31,"1,807",May-24,TAMPINES ROAD,Resale,Strata,58,"19,448",-,Condominium,1,Freehold,19,Outside Central Region,11 to 15
KING'S MANSION,"3,350,000","1,808.35","1,853",May-24,AMBER GARDENS,Resale,Strata,168,"19,940",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
SEASIDE RESIDENCES,"1,388,888",678.13,"2,048",May-24,SIGLAP LINK,Resale,Strata,63,"22,046",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,16 to 20
SANCTUARY GREEN,"1,888,888","1,119.46","1,687",May-24,TANJONG RHU ROAD,Resale,Strata,104,"18,162",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,06 to 10
PARK PLACE RESIDENCES AT PLQ,"1,550,000",678.13,"2,286",May-24,PAYA LEBAR ROAD,Resale,Strata,63,"24,603",-,Apartment,1,99 yrs lease commencing from 2015,14,Rest of Central Region,06 to 10
EDENZ SUITES,"700,000",484.38,"1,445",May-24,LORONG 28 GEYLANG,Resale,Strata,45,"15,556",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
REGENT PARK,"1,680,000","1,140.98","1,472",May-24,JALAN LEMPENG,Resale,Strata,106,"15,849",-,Condominium,1,99 yrs lease commencing from 1993,05,Outside Central Region,01 to 05
THE MAYLEA,"2,600,000","1,743.77","1,491",May-24,PASIR PANJANG ROAD,Resale,Strata,162,"16,049",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
MOONSTONE RESIDENCES,"1,500,000","1,044.11","1,437",May-24,MOONSTONE LANE,Resale,Strata,97,"15,464",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
GUILIN VIEW,"1,560,000","1,237.86","1,260",May-24,BUKIT BATOK STREET 52,Resale,Strata,115,"13,565",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,26 to 30
KOVAN RESIDENCES,"2,250,000","1,259.39","1,787",May-24,KOVAN ROAD,Resale,Strata,117,"19,231",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
PARK PLACE RESIDENCES AT PLQ,"1,450,000",667.37,"2,173",May-24,PAYA LEBAR ROAD,Resale,Strata,62,"23,387",-,Apartment,1,99 yrs lease commencing from 2015,14,Rest of Central Region,06 to 10
KINGSFORD WATERBAY,"1,350,000",914.94,"1,476",May-24,UPPER SERANGOON VIEW,Resale,Strata,85,"15,882",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
NIN RESIDENCE,"1,430,000",893.41,"1,601",May-24,PHENG GECK AVENUE,Resale,Strata,83,"17,229",-,Apartment,1,99 yrs lease commencing from 2010,13,Rest of Central Region,01 to 05
NV RESIDENCES,"900,000",764.24,"1,178",May-24,PASIR RIS GROVE,Resale,Strata,71,"12,676",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
PARC ESTA,"2,280,000",958,"2,380",May-24,SIMS AVENUE,Resale,Strata,89,"25,618",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,16 to 20
HAIG COURT,"2,868,000","1,453.14","1,974",May-24,HAIG ROAD,Resale,Strata,135,"21,244",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
PARC BOTANNIA,"1,393,888",871.88,"1,599",May-24,FERNVALE STREET,Resale,Strata,81,"17,208",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,06 to 10
CHELSEA GARDENS,"4,700,000","2,508.01","1,874",May-24,WALSHE ROAD,Resale,Strata,233,"20,172",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
SOLEIL @ SINARAN,"3,850,000","1,722.24","2,235",May-24,SINARAN DRIVE,Resale,Strata,160,"24,063",-,Condominium,1,99 yrs lease commencing from 2006,11,Core Central Region,16 to 20
EUHABITAT,"765,000",548.96,"1,394",May-24,JALAN EUNOS,Resale,Strata,51,"15,000",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
TERRASSE,"2,380,000","1,883.7","1,263",May-24,TERRASSE LANE,Resale,Strata,175,"13,600",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
THOMSON GRAND,"2,620,000","1,657.66","1,581",May-24,SIN MING WALK,Resale,Strata,154,"17,013",-,Condominium,1,99 yrs lease commencing from 2010,20,Rest of Central Region,01 to 05
RAFFLESIA CONDOMINIUM,"1,300,000",914.94,"1,421",May-24,BISHAN STREET 21,Resale,Strata,85,"15,294",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,06 to 10
ASTORIA PARK,"1,400,000","1,194.8","1,172",May-24,LORONG MYDIN,Resale,Strata,111,"12,613",-,Condominium,1,99 yrs lease commencing from 1993,14,Outside Central Region,01 to 05
THE GRANDHILL,"2,240,000","1,302.44","1,720",May-24,PASIR PANJANG HILL,Resale,Strata,121,"18,512",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
MEADOWS @ PEIRCE,"1,950,000","1,194.8","1,632",May-24,UPPER THOMSON ROAD,Resale,Strata,111,"17,568",-,Condominium,1,Freehold,26,Outside Central Region,01 to 05
BEACON HEIGHTS,"1,380,000",925.7,"1,491",May-24,MAR THOMA ROAD,Resale,Strata,86,"16,047",-,Condominium,1,999 yrs lease commencing from 1882,12,Rest of Central Region,01 to 05
JEWEL @ BUANGKOK,"2,380,000","1,356.26","1,755",May-24,COMPASSVALE BOW,Resale,Strata,126,"18,889",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
PRINCIPAL GARDEN,"940,000",495.14,"1,898",May-24,PRINCE CHARLES CRESCENT,Resale,Strata,46,"20,435",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,06 to 10
THE NEXUS,"2,220,000",947.23,"2,344",May-24,BUKIT TIMAH ROAD,Resale,Strata,88,"25,227",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
CANBERRA RESIDENCES,"1,165,000",936.47,"1,244",May-24,CANBERRA DRIVE,Resale,Strata,87,"13,391",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
THE METZ,"1,500,000",581.26,"2,581",May-24,DEVONSHIRE ROAD,Resale,Strata,54,"27,778",-,Condominium,1,Freehold,09,Core Central Region,26 to 30
Q BAY RESIDENCES,"860,000",764.24,"1,125",May-24,TAMPINES STREET 86,Resale,Strata,71,"12,113",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
ARTRA,"2,560,000","1,119.46","2,287",May-24,ALEXANDRA VIEW,Resale,Strata,104,"24,615",-,Apartment,1,99 yrs lease commencing from 2016,03,Rest of Central Region,31 to 35
LAKE GRANDE,"1,260,000",667.37,"1,888",May-24,JURONG LAKE LINK,Resale,Strata,62,"20,323",-,Condominium,1,99 yrs lease commencing from 2015,22,Outside Central Region,11 to 15
THE CLEMENT CANOPY,"2,175,000","1,108.69","1,962",May-24,CLEMENTI AVENUE 1,Resale,Strata,103,"21,117",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,26 to 30
SUNVILLE,"1,810,000","1,205.57","1,501",May-24,ST. MICHAEL'S ROAD,Resale,Strata,112,"16,161",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
JEWEL @ BUANGKOK,"1,210,000",721.19,"1,678",May-24,COMPASSVALE BOW,Resale,Strata,67,"18,060",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
PARC ESTA,"2,210,000","1,001.05","2,208",May-24,SIMS AVENUE,Resale,Strata,93,"23,763",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
PANDAN VALLEY,"3,710,000","2,669.47","1,390",May-24,PANDAN VALLEY,Resale,Strata,248,"14,960",-,Condominium,1,Freehold,21,Rest of Central Region,11 to 15
PARC ESTA,"2,220,000","1,001.05","2,218",May-24,SIMS AVENUE,Resale,Strata,93,"23,871",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
EDELWEISS PARK CONDOMINIUM,"1,050,000",947.23,"1,108",May-24,FLORA ROAD,Resale,Strata,88,"11,932",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
SEASTRAND,"1,130,000",882.65,"1,280",May-24,PASIR RIS LINK,Resale,Strata,82,"13,780",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
28 IMPERIAL RESIDENCES,"700,000",441.32,"1,586",May-24,LORONG 26 GEYLANG,Resale,Strata,41,"17,073",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
KIM SIA COURT,"2,938,000","1,420.85","2,068",May-24,JALAN JINTAN,Resale,Strata,132,"22,258",-,Apartment,1,Freehold,09,Core Central Region,11 to 15
368 THOMSON,"1,250,000",688.9,"1,814",May-24,THOMSON ROAD,Resale,Strata,64,"19,531",-,Condominium,1,Freehold,11,Core Central Region,16 to 20
REFLECTIONS AT KEPPEL BAY,"2,000,000","1,205.57","1,659",May-24,KEPPEL BAY VIEW,Resale,Strata,112,"17,857",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,01 to 05
PEOPLE'S PARK COMPLEX,"1,280,000","1,119.46","1,143",May-24,PARK ROAD,Resale,Strata,104,"12,308",-,Apartment,1,99 yrs lease commencing from 1968,01,Rest of Central Region,16 to 20
REGENT RESIDENCES,"780,000",409.03,"1,907",May-24,SERANGOON ROAD,Resale,Strata,38,"20,526",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
THE TROPICA,"1,518,000","1,227.1","1,237",May-24,TAMPINES AVENUE 1,Resale,Strata,114,"13,316",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
THE TAPESTRY,"1,580,000",925.7,"1,707",May-24,TAMPINES STREET 86,Resale,Strata,86,"18,372",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,01 to 05
PALMWOODS,"1,420,000","1,291.68","1,099",May-24,UPPER CHANGI ROAD,Resale,Strata,120,"11,833",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
THE SHORE RESIDENCES,"2,550,000","1,140.98","2,235",May-24,AMBER ROAD,Resale,Strata,106,"24,057",-,Condominium,1,103 yrs lease commencing from 2009,15,Rest of Central Region,16 to 20
THOMSON THREE,"1,473,000",731.95,"2,012",May-24,BRIGHT HILL DRIVE,Resale,Strata,68,"21,662",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,06 to 10
THE MONTANA,"3,000,000","1,323.97","2,266",May-24,JALAN MUTIARA,Resale,Strata,123,"24,390",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
KINGSFORD WATERBAY,"1,380,000","1,001.05","1,379",May-24,UPPER SERANGOON VIEW,Resale,Strata,93,"14,839",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
TROPICAL SPRING,"1,538,888","1,334.74","1,153",May-24,SIMEI STREET 4,Resale,Strata,124,"12,410",-,Condominium,1,99 yrs lease commencing from 1997,18,Outside Central Region,01 to 05
ONE DUSUN RESIDENCES,"953,000",527.44,"1,807",May-24,JALAN DUSUN,Resale,Strata,49,"19,449",-,Apartment,1,Freehold,12,Rest of Central Region,21 to 25
CHANGI RISE CONDOMINIUM,"1,130,000","1,022.58","1,105",May-24,SIMEI RISE,Resale,Strata,95,"11,895",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
PARC BOTANNIA,"1,468,000",871.88,"1,684",May-24,FERNVALE STREET,Resale,Strata,81,"18,123",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,16 to 20
THE PALETTE,"1,580,000","1,054.87","1,498",May-24,PASIR RIS GROVE,Resale,Strata,98,"16,122",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
SELETAR PARK RESIDENCE,"810,000",581.26,"1,394",May-24,SELETAR ROAD,Resale,Strata,54,"15,000",-,Condominium,1,99 yrs lease commencing from 2011,28,Outside Central Region,01 to 05
THE JOVELL,"1,338,888",904.18,"1,481",May-24,FLORA DRIVE,Resale,Strata,84,"15,939",-,Condominium,1,99 yrs lease commencing from 2018,17,Outside Central Region,06 to 10
WATER PLACE,"2,577,000","1,280.92","2,012",May-24,TANJONG RHU ROAD,Resale,Strata,119,"21,655",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,16 to 20
MARINA BAY RESIDENCES,"2,260,000","1,130.22","2,000",May-24,MARINA BOULEVARD,Resale,Strata,105,"21,524",-,Condominium,1,99 yrs lease commencing from 2005,01,Core Central Region,11 to 15
THE ASANA,"1,588,000",635.08,"2,500",May-24,QUEEN'S ROAD,Resale,Strata,59,"26,915",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
LE WOOD,"1,580,000","1,248.62","1,265",May-24,HINDHEDE DRIVE,Resale,Strata,116,"13,621",-,Condominium,1,99 yrs lease commencing from 1999,21,Outside Central Region,01 to 05
ROBIN SUITES,"1,050,000",441.32,"2,379",May-24,ROBIN ROAD,Resale,Strata,41,"25,610",-,Apartment,1,Freehold,10,Core Central Region,11 to 15
EAST MEADOWS,"1,680,000","1,356.26","1,239",May-24,TANAH MERAH KECHIL ROAD,Resale,Strata,126,"13,333",-,Condominium,1,99 yrs lease commencing from 1998,16,Outside Central Region,11 to 15
RESIDENTIAL APARTMENTS,"3,300,000","1,442.38","2,288",May-24,DRAYCOTT DRIVE,Resale,Strata,134,"24,627",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
MANDARIN GARDENS,"2,820,000","2,034.4","1,386",May-24,SIGLAP ROAD,Resale,Strata,189,"14,921",-,Condominium,1,99 yrs lease commencing from 1982,15,Outside Central Region,16 to 20
HARBOURLIGHTS,"1,668,000",893.41,"1,867",May-24,TELOK BLANGAH ROAD,Resale,Strata,83,"20,096",-,Apartment,1,Freehold,04,Rest of Central Region,06 to 10
ONE-NORTH RESIDENCES,"2,650,000","1,614.6","1,641",May-24,ONE-NORTH GATEWAY,Resale,Strata,150,"17,667",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,06 to 10
Q BAY RESIDENCES,"1,788,000","1,205.57","1,483",May-24,TAMPINES STREET 86,Resale,Strata,112,"15,964",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,16 to 20
CAVENAGH GARDENS,"2,418,000","1,550.02","1,560",May-24,CAVENAGH ROAD,Resale,Strata,144,"16,792",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
