Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
1 CANBERRA,"860,000",947.23,908,Apr-21,CANBERRA DRIVE,Resale,Strata,88,"9,773",-,Executive Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,06 to 10
TWIN WATERFALLS,"1,090,000","1,119.46",974,Apr-21,PUNGGOL WALK,Resale,Strata,104,"10,481",-,Executive Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
THE TAMPINES TRILLIANT,"1,238,000","1,001.05","1,237",Apr-21,TAMPINES CENTRAL 7,Resale,Strata,93,"13,312",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
BLOSSOM RESIDENCES,"988,000","1,054.87",937,Apr-21,SEGAR ROAD,Resale,Strata,98,"10,082",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,11 to 15
WHITEWATER,"810,000","1,140.98",710,Apr-21,PASIR RIS STREET 72,Resale,Strata,106,"7,642",-,Executive Condominium,1,99 yrs lease commencing from 2002,18,Outside Central Region,01 to 05
BLOSSOM RESIDENCES,"1,238,888","1,291.68",959,Apr-21,SEGAR ROAD,Resale,Strata,120,"10,324",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,16 to 20
ESPARINA RESIDENCES,"1,600,000","1,399.32","1,143",Apr-21,COMPASSVALE BOW,Resale,Strata,130,"12,308",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,16 to 20
WATERBAY,"1,055,000","1,130.22",933,Apr-21,EDGEFIELD PLAINS,Resale,Strata,105,"10,048",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
FORESTVILLE,"928,000","1,065.64",871,Apr-21,WOODLANDS DRIVE 16,Resale,Strata,99,"9,374",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,06 to 10
FORESTVILLE,"945,000","1,097.93",861,Apr-21,WOODLANDS DRIVE 16,Resale,Strata,102,"9,265",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,01 to 05
THE FLORAVALE,"880,000","1,291.68",681,Apr-21,WESTWOOD AVENUE,Resale,Strata,120,"7,333",-,Executive Condominium,1,99 yrs lease commencing from 1997,22,Outside Central Region,06 to 10
TWIN WATERFALLS,"1,160,000","1,108.69","1,046",Apr-21,PUNGGOL WALK,Resale,Strata,103,"11,262",-,Executive Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
TWIN WATERFALLS,"1,100,000","1,087.16","1,012",Apr-21,PUNGGOL WALK,Resale,Strata,101,"10,891",-,Executive Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
THE TOPIARY,"1,100,000","1,044.11","1,054",Apr-21,FERNVALE LANE,Resale,Strata,97,"11,340",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,16 to 20
LA CASA,"906,000","1,184.04",765,Apr-21,WOODLANDS DRIVE 16,Resale,Strata,110,"8,236",-,Executive Condominium,1,99 yrs lease commencing from 2004,25,Outside Central Region,06 to 10
THE TOPIARY,"885,000",914.94,967,Apr-21,FERNVALE LANE,Resale,Strata,85,"10,412",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,06 to 10
CITYLIFE@TAMPINES,"1,228,000","1,130.22","1,087",Apr-21,TAMPINES CENTRAL 7,Resale,Strata,105,"11,695",-,Executive Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
TWIN WATERFALLS,"1,185,000","1,119.46","1,059",Apr-21,PUNGGOL WALK,Resale,Strata,104,"11,394",-,Executive Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
WATERWOODS,"1,062,000","1,044.11","1,017",Apr-21,PUNGGOL FIELD WALK,Resale,Strata,97,"10,948",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,11 to 15
WATERBAY,"1,060,000","1,097.93",965,Apr-21,EDGEFIELD PLAINS,Resale,Strata,102,"10,392",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
FORESTVILLE,"985,000","1,097.93",897,Apr-21,WOODLANDS DRIVE 16,Resale,Strata,102,"9,657",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,11 to 15
WATERWOODS,"1,025,000","1,044.11",982,Apr-21,PUNGGOL FIELD WALK,Resale,Strata,97,"10,567",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,06 to 10
LA CASA,"720,000",904.18,796,Apr-21,WOODLANDS DRIVE 16,Resale,Strata,84,"8,571",-,Executive Condominium,1,99 yrs lease commencing from 2004,25,Outside Central Region,06 to 10
THE TAMPINES TRILLIANT,"1,060,000","1,001.05","1,059",Apr-21,TAMPINES CENTRAL 7,Resale,Strata,93,"11,398",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
TWIN WATERFALLS,"999,999","1,087.16",920,Apr-21,PUNGGOL WALK,Resale,Strata,101,"9,901",-,Executive Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
1 CANBERRA,"950,000","1,054.87",901,Apr-21,CANBERRA DRIVE,Resale,Strata,98,"9,694",-,Executive Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,11 to 15
TWIN FOUNTAINS,"978,000","1,151.75",849,Apr-21,WOODLANDS AVENUE 6,Resale,Strata,107,"9,140",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,01 to 05
WOODSVALE,"800,000","1,280.92",625,Apr-21,WOODLANDS DRIVE 72,Resale,Strata,119,"6,723",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,06 to 10
ARC AT TAMPINES,"1,110,000","1,227.1",905,Apr-21,TAMPINES AVENUE 8,Resale,Strata,114,"9,737",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
PARK GREEN,"1,038,000","1,367.03",759,Apr-21,RIVERVALE LINK,Resale,Strata,127,"8,173",-,Executive Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,01 to 05
THE TOPIARY,"940,000",914.94,"1,027",Apr-21,FERNVALE LANE,Resale,Strata,85,"11,059",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,11 to 15
THE TOPIARY,"1,088,888","1,054.87","1,032",Apr-21,FERNVALE LANE,Resale,Strata,98,"11,111",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,06 to 10
WOODSVALE,"965,000","1,517.72",636,Apr-21,WOODLANDS DRIVE 72,Resale,Strata,141,"6,844",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05
TWIN WATERFALLS,"965,000","1,001.05",964,Apr-21,PUNGGOL WALK,Resale,Strata,93,"10,376",-,Executive Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
RIVERPARC RESIDENCE,"1,200,000","1,237.86",969,Apr-21,PUNGGOL DRIVE,Resale,Strata,115,"10,435",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
ESPARINA RESIDENCES,"1,296,888","1,065.64","1,217",Apr-21,COMPASSVALE BOW,Resale,Strata,99,"13,100",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10
HERON BAY,"1,220,000","1,227.1",994,Apr-21,UPPER SERANGOON VIEW,Resale,Strata,114,"10,702",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
FORESTVILLE,"890,000","1,065.64",835,Apr-21,WOODLANDS DRIVE 16,Resale,Strata,99,"8,990",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,06 to 10
PARK GREEN,"1,085,000","1,367.03",794,Apr-21,RIVERVALE LINK,Resale,Strata,127,"8,543",-,Executive Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,06 to 10
THE TOPIARY,"945,000",914.94,"1,033",Apr-21,FERNVALE LANE,Resale,Strata,85,"11,118",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,16 to 20
TWIN WATERFALLS,"1,080,000","1,108.69",974,Apr-21,PUNGGOL WALK,Resale,Strata,103,"10,485",-,Executive Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
TWIN FOUNTAINS,"938,000","1,033.34",908,Apr-21,WOODLANDS AVENUE 6,Resale,Strata,96,"9,771",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,01 to 05
WATERBAY,"1,020,000","1,097.93",929,Apr-21,EDGEFIELD PLAINS,Resale,Strata,102,"10,000",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
HERON BAY,"1,288,000","1,388.56",928,Apr-21,UPPER SERANGOON VIEW,Resale,Strata,129,"9,984",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
BELLEWATERS,"1,208,000","1,216.33",993,Apr-21,ANCHORVALE CRESCENT,Resale,Strata,113,"10,690",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,11 to 15
FORESTVILLE,"890,000","1,033.34",861,Apr-21,WOODLANDS DRIVE 16,Resale,Strata,96,"9,271",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,11 to 15
THE TAMPINES TRILLIANT,"970,000",871.88,"1,113",Apr-21,TAMPINES CENTRAL 7,Resale,Strata,81,"11,975",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
CITYLIFE@TAMPINES,"878,000",785.77,"1,117",Apr-21,TAMPINES CENTRAL 7,Resale,Strata,73,"12,027",-,Executive Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
TWIN WATERFALLS,"1,098,000","1,108.69",990,Apr-21,PUNGGOL WALK,Resale,Strata,103,"10,660",-,Executive Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
1 CANBERRA,"948,000","1,054.87",899,Apr-21,CANBERRA DRIVE,Resale,Strata,98,"9,673",-,Executive Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,01 to 05
TWIN WATERFALLS,"928,888",914.94,"1,015",Apr-21,PUNGGOL WALK,Resale,Strata,85,"10,928",-,Executive Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
WATERBAY,"1,060,000","1,097.93",965,Apr-21,EDGEFIELD PLAINS,Resale,Strata,102,"10,392",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
HERON BAY,"970,000","1,033.34",939,Apr-21,UPPER SERANGOON VIEW,Resale,Strata,96,"10,104",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
ESPARINA RESIDENCES,"1,060,000",936.47,"1,132",Apr-21,COMPASSVALE BOW,Resale,Strata,87,"12,184",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,16 to 20
TWIN WATERFALLS,"980,000","1,001.05",979,Apr-21,PUNGGOL WALK,Resale,Strata,93,"10,538",-,Executive Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
THE QUINTET,"1,000,000","1,259.39",794,Apr-21,CHOA CHU KANG STREET 64,Resale,Strata,117,"8,547",-,Executive Condominium,1,99 yrs lease commencing from 2003,23,Outside Central Region,06 to 10
THE RIVERVALE,"910,000","1,313.21",693,Apr-21,RIVERVALE LINK,Resale,Strata,122,"7,459",-,Executive Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,01 to 05
1 CANBERRA,"1,010,888","1,054.87",958,Apr-21,CANBERRA DRIVE,Resale,Strata,98,"10,315",-,Executive Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,01 to 05
TWIN WATERFALLS,"1,138,000","1,108.69","1,026",Apr-21,PUNGGOL WALK,Resale,Strata,103,"11,049",-,Executive Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
ESPARINA RESIDENCES,"1,160,000","1,001.05","1,159",Apr-21,COMPASSVALE BOW,Resale,Strata,93,"12,473",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10
TWIN FOUNTAINS,"1,110,800","1,194.8",930,Apr-21,WOODLANDS AVENUE 6,Resale,Strata,111,"10,007",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,06 to 10
WATERWOODS,"1,250,000","1,280.92",976,Apr-21,PUNGGOL FIELD WALK,Resale,Strata,119,"10,504",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,01 to 05
WATERCOLOURS,"1,080,000","1,237.86",872,Apr-21,PASIR RIS LINK,Resale,Strata,115,"9,391",-,Executive Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
THE FLORIDA,"920,000","1,291.68",712,Apr-21,HOUGANG AVENUE 7,Resale,Strata,120,"7,667",-,Executive Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,01 to 05
1 CANBERRA,"1,025,000","1,076.4",952,Apr-21,CANBERRA DRIVE,Resale,Strata,100,"10,250",-,Executive Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,06 to 10
HERON BAY,"971,000","1,033.34",940,Apr-21,UPPER SERANGOON VIEW,Resale,Strata,96,"10,115",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
ARC AT TAMPINES,"1,005,000","1,044.11",963,Apr-21,TAMPINES AVENUE 8,Resale,Strata,97,"10,361",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,11 to 15
THE TOPIARY,"918,000",914.94,"1,003",Apr-21,FERNVALE LANE,Resale,Strata,85,"10,800",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,06 to 10
AUSTVILLE RESIDENCES,"990,000","1,248.62",793,Apr-21,SENGKANG EAST AVENUE,Resale,Strata,116,"8,534",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
WATERBAY,"860,000",753.48,"1,141",Apr-21,EDGEFIELD PLAINS,Resale,Strata,70,"12,286",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
WINDERMERE,"912,000","1,442.38",632,Apr-21,CHOA CHU KANG STREET 64,Resale,Strata,134,"6,806",-,Executive Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,01 to 05
YEW MEI GREEN,"988,000","1,334.74",740,Apr-21,CHOA CHU KANG NORTH 6,Resale,Strata,124,"7,968",-,Executive Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,16 to 20
WATERBAY,"900,000",925.7,972,Apr-21,EDGEFIELD PLAINS,Resale,Strata,86,"10,465",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
WATERBAY,"855,000",936.47,913,Apr-21,EDGEFIELD PLAINS,Resale,Strata,87,"9,828",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
ESPARINA RESIDENCES,"1,215,000","1,001.05","1,214",Apr-21,COMPASSVALE BOW,Resale,Strata,93,"13,065",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
1 CANBERRA,"950,000",947.23,"1,003",Apr-21,CANBERRA DRIVE,Resale,Strata,88,"10,795",-,Executive Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,06 to 10
WHITEWATER,"814,000","1,151.75",707,Apr-21,PASIR RIS STREET 72,Resale,Strata,107,"7,607",-,Executive Condominium,1,99 yrs lease commencing from 2002,18,Outside Central Region,06 to 10
PRIVE,"1,175,000","1,097.93","1,070",Apr-21,PUNGGOL FIELD,Resale,Strata,102,"11,520",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10
SIMEI GREEN CONDOMINIUM,"990,000","1,194.8",829,Apr-21,SIMEI STREET 4,Resale,Strata,111,"8,919",-,Executive Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,06 to 10
THE ESPARIS,"918,000","1,173.28",782,Apr-21,PASIR RIS DRIVE 4,Resale,Strata,109,"8,422",-,Executive Condominium,1,99 yrs lease commencing from 2002,18,Outside Central Region,06 to 10
THE CRITERION,"1,020,000","1,022.58",997,Apr-21,YISHUN STREET 51,Resale,Strata,95,"10,737",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
THE TOPIARY,"1,361,000","1,291.68","1,054",Apr-21,FERNVALE LANE,Resale,Strata,120,"11,342",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,16 to 20
WINDERMERE,"950,000","1,453.14",654,Apr-21,CHOA CHU KANG STREET 64,Resale,Strata,135,"7,037",-,Executive Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,01 to 05
THE FLORAVALE,"900,000","1,248.62",721,Apr-21,WESTWOOD AVENUE,Resale,Strata,116,"7,759",-,Executive Condominium,1,99 yrs lease commencing from 1997,22,Outside Central Region,11 to 15
