Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE TOPIARY,"1,130,000",753.48,"1,500",Apr-26,FERNVALE LANE,Resale,Strata,70,"16,143",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,06 to 10
THE TOPIARY,"1,828,880","1,388.56","1,317",Apr-26,FERNVALE LANE,Resale,Strata,129,"14,177",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,01 to 05
THE TAMPINES TRILLIANT,"1,620,000",871.88,"1,858",Apr-26,TAMPINES CENTRAL 7,Resale,Strata,81,"20,000",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,11 to 15
ARC AT TAMPINES,"1,780,000","1,291.68","1,378",Apr-26,TAMPINES AVENUE 8,Resale,Strata,120,"14,833",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
THE RAINFOREST,"1,730,000","1,140.98","1,516",Apr-26,CHOA CHU KANG AVENUE 3,Resale,Strata,106,"16,321",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,06 to 10
THE CRITERION,"1,230,000",893.41,"1,377",Apr-26,YISHUN STREET 51,Resale,Strata,83,"14,819",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
THE RAINFOREST,"1,428,000",979.52,"1,458",Apr-26,CHOA CHU KANG AVENUE 3,Resale,Strata,91,"15,692",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,01 to 05
NORTHWAVE,"1,270,000",979.52,"1,297",Apr-26,WOODLANDS VIEW,Resale,Strata,91,"13,956",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,06 to 10
RIVERCOVE RESIDENCES,"1,480,000",904.18,"1,637",Apr-26,ANCHORVALE LANE,Resale,Strata,84,"17,619",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,11 to 15
WATERBAY,"1,620,000","1,076.4","1,505",Apr-26,EDGEFIELD PLAINS,Resale,Strata,100,"16,200",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
THE TAMPINES TRILLIANT,"2,285,000","1,302.44","1,754",Apr-26,TAMPINES CENTRAL 7,Resale,Strata,121,"18,884",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
PRIVE,"1,790,000","1,087.16","1,646",Apr-26,PUNGGOL FIELD,Resale,Strata,101,"17,723",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10
ARC AT TAMPINES,"1,358,000",958,"1,418",Apr-26,TAMPINES AVENUE 8,Resale,Strata,89,"15,258",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,11 to 15
NORTHWAVE,"1,235,000",979.52,"1,261",Apr-26,WOODLANDS VIEW,Resale,Strata,91,"13,571",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,06 to 10
SIMEI GREEN CONDOMINIUM,"1,288,888","1,248.62","1,032",Apr-26,SIMEI STREET 4,Resale,Strata,116,"11,111",-,Executive Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
TWIN WATERFALLS,"1,728,000","1,108.69","1,559",Apr-26,PUNGGOL WALK,Resale,Strata,103,"16,777",-,Executive Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
SEA HORIZON,"1,368,888","1,033.34","1,325",Apr-26,PASIR RIS RISE,Resale,Strata,96,"14,259",-,Executive Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,01 to 05
AUSTVILLE RESIDENCES,"1,375,000","1,022.58","1,345",Apr-26,SENGKANG EAST AVENUE,Resale,Strata,95,"14,474",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
NUOVO,"1,708,888","1,280.92","1,334",Apr-26,ANG MO KIO AVENUE 9,Resale,Strata,119,"14,360",-,Executive Condominium,1,99 yrs lease commencing from 2001,20,Outside Central Region,11 to 15
SIGNATURE AT YISHUN,"1,360,000","1,076.4","1,263",Apr-26,YISHUN STREET 51,Resale,Strata,100,"13,600",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
NORTHOAKS,"1,050,000","1,237.86",848,Apr-26,WOODLANDS CRESCENT,Resale,Strata,115,"9,130",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,06 to 10
WATERBAY,"1,655,000","1,097.93","1,507",Apr-26,EDGEFIELD PLAINS,Resale,Strata,102,"16,225",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
AUSTVILLE RESIDENCES,"1,300,000","1,087.16","1,196",Apr-26,SENGKANG EAST AVENUE,Resale,Strata,101,"12,871",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
THE TOPIARY,"2,900,000","2,174.33","1,334",Apr-26,FERNVALE LANE,Resale,Strata,202,"14,356",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,21 to 25
LA CASA,"1,270,000","1,140.98","1,113",Apr-26,WOODLANDS DRIVE 16,Resale,Strata,106,"11,981",-,Executive Condominium,1,99 yrs lease commencing from 2004,25,Outside Central Region,01 to 05
LAKE LIFE,"1,470,000","1,022.58","1,438",Apr-26,TAO CHING ROAD,Resale,Strata,95,"15,474",-,Executive Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,11 to 15
WOODSVALE,"1,200,000","1,227.1",978,Apr-26,WOODLANDS DRIVE 72,Resale,Strata,114,"10,526",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,06 to 10
THE BROWNSTONE,"1,445,000",947.23,"1,525",Apr-26,CANBERRA DRIVE,Resale,Strata,88,"16,420",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
SIMEI GREEN CONDOMINIUM,"1,080,000",968.76,"1,115",Apr-26,SIMEI STREET 4,Resale,Strata,90,"12,000",-,Executive Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,06 to 10
THE TOPIARY,"1,140,000",753.48,"1,513",Apr-26,FERNVALE LANE,Resale,Strata,70,"16,286",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,06 to 10
RIVERCOVE RESIDENCES,"1,470,000",904.18,"1,626",Apr-26,ANCHORVALE LANE,Resale,Strata,84,"17,500",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,11 to 15
BELLEWOODS,"1,420,000","1,065.64","1,333",Apr-26,WOODLANDS AVENUE 5,Resale,Strata,99,"14,343",-,Executive Condominium,1,99 yrs lease commencing from 2013,25,Outside Central Region,01 to 05
THE BROWNSTONE,"1,460,000",947.23,"1,541",Apr-26,CANBERRA DRIVE,Resale,Strata,88,"16,591",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
WANDERVALE,"1,745,000","1,097.93","1,589",Apr-26,CHOA CHU KANG AVENUE 3,Resale,Strata,102,"17,108",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,06 to 10
WATERBAY,"1,650,000","1,097.93","1,503",Apr-26,EDGEFIELD PLAINS,Resale,Strata,102,"16,176",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
NORTHWAVE,"1,192,000",979.52,"1,217",Apr-26,WOODLANDS VIEW,Resale,Strata,91,"13,099",-,Executive Condominium,1,99 yrs lease commencing from 2015,25,Outside Central Region,01 to 05
RIVERCOVE RESIDENCES,"1,468,000",904.18,"1,624",Apr-26,ANCHORVALE LANE,Resale,Strata,84,"17,476",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,11 to 15
SOL ACRES,"1,777,888","1,097.93","1,619",Apr-26,CHOA CHU KANG GROVE,Resale,Strata,102,"17,430",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,16 to 20
CITYLIFE@TAMPINES,"1,990,000","1,162.51","1,712",Apr-26,TAMPINES CENTRAL 7,Resale,Strata,108,"18,426",-,Executive Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
OLA,"1,628,888",925.7,"1,760",Apr-26,ANCHORVALE CRESCENT,Resale,Strata,86,"18,941",-,Executive Condominium,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
TWIN FOUNTAINS,"1,438,000","1,119.46","1,285",Apr-26,WOODLANDS AVENUE 6,Resale,Strata,104,"13,827",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,06 to 10
BELLEWOODS,"1,420,000","1,065.64","1,333",Apr-26,WOODLANDS AVENUE 5,Resale,Strata,99,"14,343",-,Executive Condominium,1,99 yrs lease commencing from 2013,25,Outside Central Region,06 to 10
TREASURE CREST,"1,808,000","1,151.75","1,570",Apr-26,ANCHORVALE CRESCENT,Resale,Strata,107,"16,897",-,Executive Condominium,1,99 yrs lease commencing from 2015,19,Outside Central Region,11 to 15
THE VALES,"1,290,000",904.18,"1,427",Apr-26,ANCHORVALE CRESCENT,Resale,Strata,84,"15,357",-,Executive Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
TWIN FOUNTAINS,"1,520,000","1,151.75","1,320",Apr-26,WOODLANDS AVENUE 6,Resale,Strata,107,"14,206",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,11 to 15
THE RAINFOREST,"1,530,000",947.23,"1,615",Apr-26,CHOA CHU KANG AVENUE 3,Resale,Strata,88,"17,386",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,16 to 20
BELYSA,"1,590,000","1,108.69","1,434",Apr-26,PASIR RIS DRIVE 1,Resale,Strata,103,"15,437",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,16 to 20
LAKE LIFE,"1,852,000","1,248.62","1,483",Apr-26,TAO CHING ROAD,Resale,Strata,116,"15,966",-,Executive Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,11 to 15
SUMMERDALE,"1,222,888","1,270.15",963,Apr-26,BOON LAY DRIVE,Resale,Strata,118,"10,363",-,Executive Condominium,1,99 yrs lease commencing from 1997,22,Outside Central Region,01 to 05
INZ RESIDENCE,"1,308,888",882.65,"1,483",Apr-26,CHOA CHU KANG AVENUE 5,Resale,Strata,82,"15,962",-,Executive Condominium,1,99 yrs lease commencing from 2015,23,Outside Central Region,06 to 10
TWIN FOUNTAINS,"1,438,888","1,097.93","1,311",Apr-26,WOODLANDS AVENUE 6,Resale,Strata,102,"14,107",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,01 to 05
THE VALES,"1,800,000","1,033.34","1,742",Apr-26,ANCHORVALE CRESCENT,Resale,Strata,96,"18,750",-,Executive Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
HUNDRED PALMS RESIDENCES,"1,920,000",958,"2,004",Apr-26,YIO CHU KANG ROAD,Resale,Strata,89,"21,573",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
1 CANBERRA,"1,700,000","1,248.62","1,361",Mar-26,CANBERRA DRIVE,Resale,Strata,116,"14,655",-,Executive Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,06 to 10
RIVERCOVE RESIDENCES,"1,580,000",958,"1,649",Mar-26,ANCHORVALE LANE,Resale,Strata,89,"17,753",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
TWIN FOUNTAINS,"1,620,000","1,194.8","1,356",Mar-26,WOODLANDS AVENUE 6,Resale,Strata,111,"14,595",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,06 to 10
RIVERCOVE RESIDENCES,"1,900,000","1,184.04","1,605",Mar-26,ANCHORVALE LANE,Resale,Strata,110,"17,273",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05
FORESTVILLE,"2,018,000","1,496.2","1,349",Mar-26,WOODLANDS DRIVE 16,Resale,Strata,139,"14,518",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,06 to 10
ESPARINA RESIDENCES,"1,388,000",828.83,"1,675",Mar-26,COMPASSVALE BOW,Resale,Strata,77,"18,026",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
THE RIVERVALE,"1,535,000","1,313.21","1,169",Mar-26,RIVERVALE LINK,Resale,Strata,122,"12,582",-,Executive Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,06 to 10
TWIN WATERFALLS,"1,888,000","1,614.6","1,169",Mar-26,PUNGGOL WALK,Resale,Strata,150,"12,587",-,Executive Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20
BELLEWATERS,"1,565,000","1,065.64","1,469",Mar-26,ANCHORVALE CRESCENT,Resale,Strata,99,"15,808",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,01 to 05
SIMEI GREEN CONDOMINIUM,"1,410,000","1,248.62","1,129",Mar-26,SIMEI STREET 4,Resale,Strata,116,"12,155",-,Executive Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
LA CASA,"1,028,800",979.52,"1,050",Mar-26,WOODLANDS DRIVE 16,Resale,Strata,91,"11,305",-,Executive Condominium,1,99 yrs lease commencing from 2004,25,Outside Central Region,11 to 15
WANDERVALE,"1,680,000","1,087.16","1,545",Mar-26,CHOA CHU KANG AVENUE 3,Resale,Strata,101,"16,634",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,01 to 05
PRIVE,"1,800,000","1,097.93","1,639",Mar-26,PUNGGOL FIELD,Resale,Strata,102,"17,647",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10
ESPARINA RESIDENCES,"1,920,000","1,065.64","1,802",Mar-26,COMPASSVALE BOW,Resale,Strata,99,"19,394",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
ARC AT TAMPINES,"1,080,000",807.3,"1,338",Mar-26,TAMPINES AVENUE 8,Resale,Strata,75,"14,400",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
THE AMORE,"2,038,000","1,302.44","1,565",Mar-26,EDGEDALE PLAINS,Resale,Strata,121,"16,843",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,11 to 15
RIVERPARC RESIDENCE,"1,428,000",990.29,"1,442",Mar-26,PUNGGOL DRIVE,Resale,Strata,92,"15,522",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
LUSH ACRES,"1,538,000","1,054.87","1,458",Mar-26,FERNVALE CLOSE,Resale,Strata,98,"15,694",-,Executive Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,01 to 05
SIGNATURE AT YISHUN,"1,300,000","1,097.93","1,184",Mar-26,YISHUN STREET 51,Resale,Strata,102,"12,745",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
AUSTVILLE RESIDENCES,"1,050,000",785.77,"1,336",Mar-26,SENGKANG EAST AVENUE,Resale,Strata,73,"14,384",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
CITYLIFE@TAMPINES,"1,980,000","1,194.8","1,657",Mar-26,TAMPINES CENTRAL 7,Resale,Strata,111,"17,838",-,Executive Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
SOL ACRES,"750,000",495.14,"1,515",Mar-26,CHOA CHU KANG GROVE,Resale,Strata,46,"16,304",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,06 to 10
THE TOPIARY,"1,720,000","1,087.16","1,582",Mar-26,FERNVALE LANE,Resale,Strata,101,"17,030",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,16 to 20
THE TOPIARY,"1,400,000",914.94,"1,530",Mar-26,FERNVALE LANE,Resale,Strata,85,"16,471",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,16 to 20
WATERWOODS,"1,860,000","1,280.92","1,452",Mar-26,PUNGGOL FIELD WALK,Resale,Strata,119,"15,630",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,06 to 10
THE VISIONAIRE,"1,380,000",979.52,"1,409",Mar-26,CANBERRA DRIVE,Resale,Strata,91,"15,165",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
THE TOPIARY,"2,100,000","1,334.74","1,573",Mar-26,FERNVALE LANE,Resale,Strata,124,"16,935",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,06 to 10
LAKE LIFE,"1,530,000","1,033.34","1,481",Mar-26,TAO CHING ROAD,Resale,Strata,96,"15,938",-,Executive Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,11 to 15
ESPARINA RESIDENCES,"2,000,888","1,162.51","1,721",Mar-26,COMPASSVALE BOW,Resale,Strata,108,"18,527",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
ESPARINA RESIDENCES,"2,150,000","1,399.32","1,536",Mar-26,COMPASSVALE BOW,Resale,Strata,130,"16,538",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,16 to 20
SOL ACRES,"915,000",570.49,"1,604",Mar-26,CHOA CHU KANG GROVE,Resale,Strata,53,"17,264",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,11 to 15
THE TAMPINES TRILLIANT,"1,975,000","1,130.22","1,747",Mar-26,TAMPINES CENTRAL 7,Resale,Strata,105,"18,810",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,11 to 15
THE CANOPY,"1,418,000","1,194.8","1,187",Mar-26,YISHUN AVENUE 11,Resale,Strata,111,"12,775",-,Executive Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,11 to 15
THE TERRACE,"2,390,000","1,442.38","1,657",Mar-26,EDGEDALE PLAINS,Resale,Strata,134,"17,836",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,11 to 15
LUSH ACRES,"1,592,000","1,097.93","1,450",Mar-26,FERNVALE CLOSE,Resale,Strata,102,"15,608",-,Executive Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,01 to 05
PRIVE,"1,388,000",882.65,"1,573",Mar-26,PUNGGOL FIELD,Resale,Strata,82,"16,927",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
RIVERCOVE RESIDENCES,"1,568,888",958,"1,638",Mar-26,ANCHORVALE LANE,Resale,Strata,89,"17,628",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05
HUNDRED PALMS RESIDENCES,"1,720,000",882.65,"1,949",Mar-26,YIO CHU KANG ROAD,Resale,Strata,82,"20,976",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
PARC LIFE,"1,858,000","1,280.92","1,451",Mar-26,SEMBAWANG CRESCENT,Resale,Strata,119,"15,613",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
THE BROWNSTONE,"1,420,000",914.94,"1,552",Mar-26,CANBERRA DRIVE,Resale,Strata,85,"16,706",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
THE QUINTET,"1,476,550","1,291.68","1,143",Mar-26,CHOA CHU KANG STREET 64,Resale,Strata,120,"12,305",-,Executive Condominium,1,99 yrs lease commencing from 2003,23,Outside Central Region,16 to 20
THE ESPARIS,"1,458,000","1,291.68","1,129",Mar-26,PASIR RIS DRIVE 4,Resale,Strata,120,"12,150",-,Executive Condominium,1,99 yrs lease commencing from 2002,18,Outside Central Region,06 to 10
THE VALES,"1,525,000",914.94,"1,667",Mar-26,ANCHORVALE CRESCENT,Resale,Strata,85,"17,941",-,Executive Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
SOL ACRES,"1,375,000",925.7,"1,485",Mar-26,CHOA CHU KANG GROVE,Resale,Strata,86,"15,988",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,01 to 05
THE RAINFOREST,"1,805,000","1,130.22","1,597",Mar-26,CHOA CHU KANG AVENUE 3,Resale,Strata,105,"17,190",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,11 to 15
THE BROWNSTONE,"1,393,888",882.65,"1,579",Mar-26,CANBERRA DRIVE,Resale,Strata,82,"16,999",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
THE TOPIARY,"1,310,000",904.18,"1,449",Mar-26,FERNVALE LANE,Resale,Strata,84,"15,595",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,06 to 10
SUMMERDALE,"1,250,000","1,194.8","1,046",Mar-26,BOON LAY DRIVE,Resale,Strata,111,"11,261",-,Executive Condominium,1,99 yrs lease commencing from 1997,22,Outside Central Region,01 to 05
PARC LIFE,"1,380,000","1,001.05","1,379",Mar-26,SEMBAWANG CRESCENT,Resale,Strata,93,"14,839",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
LUSH ACRES,"2,245,000","1,614.6","1,390",Mar-26,FERNVALE CLOSE,Resale,Strata,150,"14,967",-,Executive Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,21 to 25
SEA HORIZON,"1,695,000","1,388.56","1,221",Mar-26,PASIR RIS RISE,Resale,Strata,129,"13,140",-,Executive Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,06 to 10
THE TOPIARY,"1,400,000",904.18,"1,548",Mar-26,FERNVALE LANE,Resale,Strata,84,"16,667",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,06 to 10
THE VISIONAIRE,"1,358,000",871.88,"1,558",Mar-26,CANBERRA DRIVE,Resale,Strata,81,"16,765",-,Executive Condominium,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
BELLEWATERS,"1,650,000","1,065.64","1,548",Mar-26,ANCHORVALE CRESCENT,Resale,Strata,99,"16,667",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,01 to 05
WINDERMERE,"1,325,000","1,280.92","1,034",Mar-26,CHOA CHU KANG STREET 64,Resale,Strata,119,"11,134",-,Executive Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,06 to 10
BELYSA,"1,430,000","1,033.34","1,384",Mar-26,PASIR RIS DRIVE 1,Resale,Strata,96,"14,896",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
THE AMORE,"1,475,000",990.29,"1,489",Mar-26,EDGEDALE PLAINS,Resale,Strata,92,"16,033",-,Executive Condominium,1,99 yrs lease commencing from 2013,19,Outside Central Region,11 to 15
ESPARINA RESIDENCES,"1,780,000","1,001.05","1,778",Mar-26,COMPASSVALE BOW,Resale,Strata,93,"19,140",-,Executive Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
THE TOPIARY,"2,140,000","1,388.56","1,541",Mar-26,FERNVALE LANE,Resale,Strata,129,"16,589",-,Executive Condominium,1,99 yrs lease commencing from 2012,28,Outside Central Region,11 to 15
THE FLORAVALE,"1,481,888","1,334.74","1,110",Mar-26,WESTWOOD AVENUE,Resale,Strata,124,"11,951",-,Executive Condominium,1,99 yrs lease commencing from 1997,22,Outside Central Region,11 to 15
FORESTVILLE,"1,550,000","1,248.62","1,241",Mar-26,WOODLANDS DRIVE 16,Resale,Strata,116,"13,362",-,Executive Condominium,1,99 yrs lease commencing from 2012,25,Outside Central Region,11 to 15
SIGNATURE AT YISHUN,"1,553,888","1,184.04","1,312",Mar-26,YISHUN STREET 51,Resale,Strata,110,"14,126",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
THE RAINFOREST,"1,805,000","1,151.75","1,567",Mar-26,CHOA CHU KANG AVENUE 3,Resale,Strata,107,"16,869",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,16 to 20
THE CRITERION,"1,225,000",893.41,"1,371",Mar-26,YISHUN STREET 51,Resale,Strata,83,"14,759",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
SOL ACRES,"1,600,000","1,065.64","1,501",Mar-26,CHOA CHU KANG GROVE,Resale,Strata,99,"16,162",-,Executive Condominium,1,99 yrs lease commencing from 2014,23,Outside Central Region,06 to 10
SIGNATURE AT YISHUN,"1,428,888","1,097.93","1,301",Mar-26,YISHUN STREET 51,Resale,Strata,102,"14,009",-,Executive Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
RIVERCOVE RESIDENCES,"1,565,000",958,"1,634",Mar-26,ANCHORVALE LANE,Resale,Strata,89,"17,584",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
ARC AT TAMPINES,"2,198,800","1,560.78","1,409",Mar-26,TAMPINES AVENUE 8,Resale,Strata,145,"15,164",-,Executive Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
HERON BAY,"1,696,000","1,280.92","1,324",Mar-26,UPPER SERANGOON VIEW,Resale,Strata,119,"14,252",-,Executive Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
THE ESPARIS,"1,400,000","1,173.28","1,193",Mar-26,PASIR RIS DRIVE 4,Resale,Strata,109,"12,844",-,Executive Condominium,1,99 yrs lease commencing from 2002,18,Outside Central Region,06 to 10
CITYLIFE@TAMPINES,"1,830,000","1,097.93","1,667",Mar-26,TAMPINES CENTRAL 7,Resale,Strata,102,"17,941",-,Executive Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
TREASURE CREST,"1,715,000","1,076.4","1,593",Mar-26,ANCHORVALE CRESCENT,Resale,Strata,100,"17,150",-,Executive Condominium,1,99 yrs lease commencing from 2015,19,Outside Central Region,11 to 15
RIVERCOVE RESIDENCES,"1,420,000",904.18,"1,570",Mar-26,ANCHORVALE LANE,Resale,Strata,84,"16,905",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05
HUNDRED PALMS RESIDENCES,"1,810,000","1,054.87","1,716",Mar-26,YIO CHU KANG ROAD,Resale,Strata,98,"18,469",-,Executive Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05
THE FLORIDA,"1,400,000","1,227.1","1,141",Mar-26,HOUGANG AVENUE 7,Resale,Strata,114,"12,281",-,Executive Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,01 to 05
THE RAINFOREST,"1,350,000","1,033.34","1,306",Mar-26,CHOA CHU KANG AVENUE 3,Resale,Strata,96,"14,063",-,Executive Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,01 to 05
SUMMERDALE,"1,218,888","1,194.8","1,020",Mar-26,BOON LAY DRIVE,Resale,Strata,111,"10,981",-,Executive Condominium,1,99 yrs lease commencing from 1997,22,Outside Central Region,06 to 10
PARK GREEN,"1,618,888","1,388.56","1,166",Mar-26,RIVERVALE LINK,Resale,Strata,129,"12,550",-,Executive Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,11 to 15
NORTHOAKS,"1,200,000","1,291.68",929,Mar-26,WOODLANDS CRESCENT,Resale,Strata,120,"10,000",-,Executive Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,06 to 10
