Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
DOMAIN 21,"1,510,000",882.65,"1,711",Oct-22,DELTA ROAD,Resale,Strata,82,"18,415",-,Condominium,1,99 yrs lease commencing from 2004,03,Rest of Central Region,11 to 15
THE OCEANFRONT @ SENTOSA COVE,"3,880,000","2,055.92","1,887",Oct-22,OCEAN DRIVE,Resale,Strata,191,"20,314",-,Condominium,1,99 yrs lease commencing from 2005,04,Core Central Region,01 to 05
BEDOK COURT,"2,368,888","2,260.44","1,048",Oct-22,BEDOK SOUTH AVENUE 3,Resale,Strata,210,"11,280",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,01 to 05
BARTLEY RESIDENCES,"788,000",559.73,"1,408",Oct-22,LORONG HOW SUN,Resale,Strata,52,"15,154",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
BOTANNIA,"2,150,000","1,636.13","1,314",Oct-22,WEST COAST PARK,Resale,Strata,152,"14,145",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
SINGA HILLS,"930,000",667.37,"1,394",Oct-22,JALAN SINGA,Resale,Strata,62,"15,000",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
EMERALD GARDEN,"2,950,000","1,506.96","1,958",Oct-22,CLUB STREET,Resale,Strata,140,"21,071",-,Condominium,1,999 yrs lease commencing from 1827,01,Rest of Central Region,06 to 10
LAGUNA PARK,"3,150,000","2,895.52","1,088",Oct-22,MARINE PARADE ROAD,Resale,Strata,269,"11,710",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,21 to 25
HERITAGE VIEW,"1,910,000","1,194.8","1,599",Oct-22,DOVER RISE,Resale,Strata,111,"17,207",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,06 to 10
WATERTOWN,"968,000",592.02,"1,635",Oct-22,PUNGGOL CENTRAL,Resale,Strata,55,"17,600",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
FLO RESIDENCE,"940,000",764.24,"1,230",Oct-22,PUNGGOL FIELD WALK,Resale,Strata,71,"13,239",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
KINGSFORD WATERBAY,"1,418,000","1,033.34","1,372",Oct-22,UPPER SERANGOON VIEW,Resale,Strata,96,"14,771",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
KOVAN RESIDENCES,"1,800,000","1,270.15","1,417",Oct-22,KOVAN ROAD,Resale,Strata,118,"15,254",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15
PARC ROSEWOOD,"755,000",602.78,"1,253",Oct-22,ROSEWOOD DRIVE,Resale,Strata,56,"13,482",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
MACKENZIE 88,"810,000",473.62,"1,710",Oct-22,MACKENZIE ROAD,Resale,Strata,44,"18,409",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"7,220,000","3,283.02","2,199",Oct-22,KEPPEL BAY VIEW,Resale,Strata,305,"23,672",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,01 to 05
SELETAR SPRINGS CONDOMINIUM,"1,260,000","1,399.32",900,Oct-22,GERALD DRIVE,Resale,Strata,130,"9,692",-,Condominium,1,99 yrs lease commencing from 1997,28,Outside Central Region,01 to 05
DOUBLE BAY RESIDENCES,"1,100,000",936.47,"1,175",Oct-22,SIMEI STREET 4,Resale,Strata,87,"12,644",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
THE PROMENADE@PELIKAT,"670,000",484.38,"1,383",Oct-22,JALAN PELIKAT,Resale,Strata,45,"14,889",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
ENG AUN MANSION,"1,388,000","1,001.05","1,387",Oct-22,THOMSON ROAD,Resale,Strata,93,"14,925",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
LAKE GRANDE,"1,270,000",775.01,"1,639",Oct-22,JURONG LAKE LINK,Resale,Strata,72,"17,639",-,Condominium,1,99 yrs lease commencing from 2015,22,Outside Central Region,06 to 10
WATERTOWN,"1,343,000",904.18,"1,485",Oct-22,PUNGGOL CENTRAL,Resale,Strata,84,"15,988",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
TANAMERA CREST,"1,430,000","1,603.84",892,Oct-22,PARI DEDAP WALK,Resale,Strata,149,"9,597",-,Condominium,1,99 yrs lease commencing from 2000,16,Outside Central Region,01 to 05
FAIRMOUNT CONDOMINIUM,"1,620,000","1,959.05",827,Oct-22,EASTWOOD ROAD,Resale,Strata,182,"8,901",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
CHERRY GARDENS,"1,350,000","1,184.04","1,140",Oct-22,LORONG LEW LIAN,Resale,Strata,110,"12,273",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,01 to 05
OASIS @ ELIAS,"1,270,000","1,194.8","1,063",Oct-22,ELIAS ROAD,Resale,Strata,111,"11,441",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
HILLVIEW REGENCY,"925,000",904.18,"1,023",Oct-22,BUKIT BATOK EAST AVENUE 2,Resale,Strata,84,"11,012",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,06 to 10
CARISSA PARK CONDOMINIUM,"788,000",624.31,"1,262",Oct-22,FLORA DRIVE,Resale,Strata,58,"13,586",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
VIDA,"1,160,000",527.44,"2,199",Oct-22,PECK HAY ROAD,Resale,Strata,49,"23,673",-,Apartment,1,Freehold,09,Core Central Region,16 to 20
SIMS URBAN OASIS,"820,000",462.85,"1,772",Oct-22,SIMS DRIVE,Resale,Strata,43,"19,070",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,06 to 10
CASTLE GREEN,"1,718,000","1,410.08","1,218",Oct-22,YIO CHU KANG ROAD,Resale,Strata,131,"13,115",-,Condominium,1,99 yrs lease commencing from 1993,26,Outside Central Region,11 to 15
THE ELYSIA,"838,000",731.95,"1,145",Oct-22,MAR THOMA ROAD,Resale,Strata,68,"12,324",-,Apartment,1,999 yrs lease commencing from 1882,12,Rest of Central Region,01 to 05
SHERWOOD TOWER,"1,620,000","1,829.88",885,Oct-22,JALAN ANAK BUKIT,Resale,Strata,170,"9,529",-,Apartment,1,99 yrs lease commencing from 1976,21,Rest of Central Region,06 to 10
STRATA,"1,900,000","1,065.64","1,783",Oct-22,ESSEX ROAD,Resale,Strata,99,"19,192",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
KALLANG RIVERSIDE,"2,720,000","1,087.16","2,502",Oct-22,KAMPONG BUGIS,Resale,Strata,101,"26,931",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
REGENT GROVE,"888,000",925.7,959,Oct-22,CHOA CHU KANG NORTH 7,Resale,Strata,86,"10,326",-,Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,06 to 10
WATERBANK AT DAKOTA,"838,000",484.38,"1,730",Oct-22,DAKOTA CRESCENT,Resale,Strata,45,"18,622",-,Condominium,1,99 yrs lease commencing from 2009,14,Rest of Central Region,16 to 20
OLEANDER TOWERS,"1,560,000","1,140.98","1,367",Oct-22,LORONG 1 TOA PAYOH,Resale,Strata,106,"14,717",-,Apartment,1,99 yrs lease commencing from 1995,12,Rest of Central Region,16 to 20
TWIN VEW,"1,255,000",742.72,"1,690",Oct-22,WEST COAST VALE,Resale,Strata,69,"18,188",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,26 to 30
PARC CENTROS,"1,880,000","1,377.79","1,365",Oct-22,PUNGGOL CENTRAL,Resale,Strata,128,"14,688",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
PARC RIVIERA,"920,000",602.78,"1,526",Oct-22,WEST COAST VALE,Resale,Strata,56,"16,429",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,31 to 35
D'LEEDON,"1,180,888",635.08,"1,859",Oct-22,LEEDON HEIGHTS,Resale,Strata,59,"20,015",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,16 to 20
HAIG 162,"746,000",484.38,"1,540",Oct-22,HAIG ROAD,Resale,Strata,45,"16,578",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
SKYSUITES@ANSON,"855,000",365.98,"2,336",Oct-22,ENGGOR STREET,Resale,Strata,34,"25,147",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,26 to 30
ONE DEVONSHIRE,"2,400,000",904.18,"2,654",Oct-22,DEVONSHIRE ROAD,Resale,Strata,84,"28,571",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
BOTANIQUE AT BARTLEY,"1,300,000",731.95,"1,776",Oct-22,UPPER PAYA LEBAR ROAD,Resale,Strata,68,"19,118",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
TURQUOISE,"4,115,830","2,421.9","1,699",Oct-22,COVE DRIVE,Resale,Strata,225,"18,293",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
COSTA RHU,"1,880,000","1,345.5","1,397",Oct-22,RHU CROSS,Resale,Strata,125,"15,040",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,06 to 10
ROBERTSON 100,"1,900,000",893.41,"2,127",Oct-22,ROBERTSON QUAY,Resale,Strata,83,"22,892",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
IVORY HEIGHTS,"1,750,000","1,700.71","1,029",Oct-22,JURONG EAST STREET 13,Resale,Strata,158,"11,076",-,Condominium,1,100 yrs lease commencing from 1986,22,Outside Central Region,16 to 20
THE HACIENDA,"5,400,000","3,229.2","1,672",Oct-22,HACIENDA GROVE,Resale,Strata,300,"18,000",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
PARC OLYMPIA,"820,000",775.01,"1,058",Oct-22,FLORA DRIVE,Resale,Strata,72,"11,389",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
FLO RESIDENCE,"1,068,000",990.29,"1,078",Oct-22,PUNGGOL FIELD WALK,Resale,Strata,92,"11,609",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20
NORTHWOOD,"1,500,000","1,334.74","1,124",Oct-22,JALAN MATA AYER,Resale,Strata,124,"12,097",-,Condominium,1,Freehold,27,Outside Central Region,01 to 05
PARK EAST,"2,600,000","1,689.95","1,539",Oct-22,JALAN TUA KONG,Resale,Strata,157,"16,561",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
LE QUEST,"1,234,000",818.06,"1,508",Oct-22,BUKIT BATOK STREET 41,Resale,Strata,76,"16,237",-,Apartment,1,99 yrs lease commencing from 2016,23,Outside Central Region,06 to 10
SKYSUITES@ANSON,"1,400,000",699.66,"2,001",Oct-22,ENGGOR STREET,Resale,Strata,65,"21,538",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,21 to 25
HEDGES PARK CONDOMINIUM,"875,000",796.54,"1,099",Oct-22,FLORA DRIVE,Resale,Strata,74,"11,824",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
NV RESIDENCES,"1,700,000","1,453.14","1,170",Oct-22,PASIR RIS GROVE,Resale,Strata,135,"12,593",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
STARS OF KOVAN,"1,338,888",742.72,"1,803",Oct-22,UPPER SERANGOON ROAD,Resale,Strata,69,"19,404",-,Apartment,1,99 yrs lease commencing from 2015,19,Outside Central Region,06 to 10
PARC VERA,"960,000",785.77,"1,222",Oct-22,HOUGANG STREET 32,Resale,Strata,73,"13,151",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
POLLEN & BLEU,"3,000,000","1,593.07","1,883",Oct-22,FARRER DRIVE,Resale,Strata,148,"20,270",-,Condominium,1,99 yrs lease commencing from 2012,10,Core Central Region,01 to 05
EASTERN LAGOON,"2,180,000","1,377.79","1,582",Oct-22,UPPER EAST COAST ROAD,Resale,Strata,128,"17,031",-,Condominium,1,Freehold,15,Outside Central Region,06 to 10
TERRASSE,"980,000",775.01,"1,265",Oct-22,TERRASSE LANE,Resale,Strata,72,"13,611",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
GUILIN VIEW,"1,256,000","1,280.92",981,Oct-22,BUKIT BATOK STREET 52,Resale,Strata,119,"10,555",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,01 to 05
COSTA RHU,"1,488,000",990.29,"1,503",Oct-22,RHU CROSS,Resale,Strata,92,"16,174",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,06 to 10
BARTLEY RESIDENCES,"1,250,000",796.54,"1,569",Oct-22,LORONG HOW SUN,Resale,Strata,74,"16,892",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
SENNETT RESIDENCE,"3,750,000","3,444.48","1,089",Oct-22,PHENG GECK AVENUE,Resale,Strata,320,"11,719",-,Condominium,1,99 yrs lease commencing from 2011,13,Rest of Central Region,16 to 20
PRISTINE HEIGHTS,"1,350,000",850.36,"1,588",Oct-22,MERGUI ROAD,Resale,Strata,79,"17,089",-,Apartment,1,Freehold,08,Rest of Central Region,16 to 20
NEPTUNE COURT,"1,250,000","1,270.15",984,Oct-22,MARINE VISTA,Resale,Strata,118,"10,593",-,Apartment,1,99 yrs lease commencing from 1976,15,Outside Central Region,01 to 05
TRELLIS TOWERS,"1,338,000",710.42,"1,883",Oct-22,LORONG 1 TOA PAYOH,Resale,Strata,66,"20,273",-,Condominium,1,Freehold,12,Rest of Central Region,06 to 10
THE AZZURO,"872,000",645.84,"1,350",Oct-22,LORONG H TELOK KURAU,Resale,Strata,60,"14,533",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE CLIFT,"1,580,000",775.01,"2,039",Oct-22,MCCALLUM STREET,Resale,Strata,72,"21,944",-,Apartment,1,99 yrs lease commencing from 2004,01,Core Central Region,26 to 30
BOATHOUSE RESIDENCES,"760,000",624.31,"1,217",Oct-22,UPPER SERANGOON VIEW,Resale,Strata,58,"13,103",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
DUCHESS RESIDENCES,"3,190,000","1,463.9","2,179",Oct-22,DUCHESS AVENUE,Resale,Strata,136,"23,456",-,Condominium,1,999 yrs lease commencing from 1875,10,Core Central Region,01 to 05
RIO VISTA,"1,320,000","1,248.62","1,057",Oct-22,UPPER SERANGOON VIEW,Resale,Strata,116,"11,379",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,11 to 15
TORIEVIEW MANSIONS,"1,150,000","1,334.74",862,Oct-22,LORONG 29 GEYLANG,Resale,Strata,124,"9,274",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
ORCHID PARK CONDOMINIUM,"780,000",871.88,895,Oct-22,YISHUN STREET 81,Resale,Strata,81,"9,630",-,Condominium,1,99 yrs lease commencing from 1991,27,Outside Central Region,06 to 10
CHANGI RISE CONDOMINIUM,"1,275,000","1,259.39","1,012",Oct-22,SIMEI RISE,Resale,Strata,117,"10,897",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,06 to 10
OLEANDER TOWERS,"1,500,000","1,151.75","1,302",Oct-22,LORONG 1 TOA PAYOH,Resale,Strata,107,"14,019",-,Apartment,1,99 yrs lease commencing from 1995,12,Rest of Central Region,06 to 10
# 1 LOFT,"715,000",559.73,"1,277",Oct-22,LORONG 24 GEYLANG,Resale,Strata,52,"13,750",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
PARC RIVIERA,"945,000",602.78,"1,568",Oct-22,WEST COAST VALE,Resale,Strata,56,"16,875",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,31 to 35
SKY HABITAT,"1,988,000","1,162.51","1,710",Oct-22,BISHAN STREET 15,Resale,Strata,108,"18,407",-,Condominium,1,99 yrs lease commencing from 2011,20,Rest of Central Region,06 to 10
ONE SHENTON,"2,625,000","1,603.84","1,637",Oct-22,SHENTON WAY,Resale,Strata,149,"17,617",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,36 to 40
J GATEWAY,"905,000",505.91,"1,789",Oct-22,GATEWAY DRIVE,Resale,Strata,47,"19,255",-,Condominium,1,99 yrs lease commencing from 2012,22,Outside Central Region,06 to 10
JEWEL @ BUANGKOK,"1,670,000","1,130.22","1,478",Oct-22,COMPASSVALE BOW,Resale,Strata,105,"15,905",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
THE CLEARWATER,"1,600,000","1,377.79","1,161",Oct-22,BEDOK RESERVOIR VIEW,Resale,Strata,128,"12,500",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,06 to 10
THE GREENWICH,"714,000",602.78,"1,185",Oct-22,SELETAR ROAD,Resale,Strata,56,"12,750",-,Condominium,1,99 yrs lease commencing from 2009,28,Outside Central Region,01 to 05
8 @ MOUNT SOPHIA,"1,400,000",861.12,"1,626",Oct-22,MOUNT SOPHIA,Resale,Strata,80,"17,500",-,Condominium,1,103 yrs lease commencing from 2002,09,Core Central Region,01 to 05
LOFT @ NATHAN,"940,000",527.44,"1,782",Oct-22,NATHAN ROAD,Resale,Strata,49,"19,184",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
GRANDLINK SQUARE,"1,500,000","1,108.69","1,353",Oct-22,GUILLEMARD ROAD,Resale,Strata,103,"14,563",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE VIRIDIAN,"1,188,000",882.65,"1,346",Oct-22,JALAN AMPAS,Resale,Strata,82,"14,488",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
THE SAIL @ MARINA BAY,"1,200,000",678.13,"1,770",Oct-22,MARINA BOULEVARD,Resale,Strata,63,"19,048",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,46 to 50
SANCTUARY GREEN,"1,660,000","1,119.46","1,483",Oct-22,TANJONG RHU ROAD,Resale,Strata,104,"15,962",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,11 to 15
EASTWOOD CENTRE,"1,070,000","1,011.82","1,058",Oct-22,EASTWOOD ROAD,Resale,Strata,94,"11,383",-,Apartment,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
YISHUN EMERALD,"1,100,000","1,205.57",912,Oct-22,CANBERRA DRIVE,Resale,Strata,112,"9,821",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,01 to 05
THE OCEANFRONT @ SENTOSA COVE,"2,200,000","1,367.03","1,609",Oct-22,OCEAN DRIVE,Resale,Strata,127,"17,323",-,Condominium,1,99 yrs lease commencing from 2005,04,Core Central Region,06 to 10
SANTA FE MANSIONS,"1,670,000","1,076.4","1,551",Oct-22,MARGATE ROAD,Resale,Strata,100,"16,700",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
THE ROCHESTER RESIDENCES,"1,990,000","1,216.33","1,636",Oct-22,ROCHESTER DRIVE,Resale,Strata,113,"17,611",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,21 to 25
DAISY SUITES,"878,000",645.84,"1,359",Oct-22,DAISY ROAD,Resale,Strata,60,"14,633",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
THE VUE,"730,000",495.14,"1,474",Oct-22,UPPER PAYA LEBAR ROAD,Resale,Strata,46,"15,870",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
