Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
PALM ISLES,"585,000",559.73,"1,045",Jul-22,FLORA DRIVE,Resale,Strata,52,"11,250",-,Condominium,1,99 yrs lease commencing from 2011,17,Outside Central Region,01 to 05
SPRING @ KATONG,"1,650,000","1,087.16","1,518",Jul-22,CEYLON ROAD,Resale,Strata,101,"16,337",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
BISHAN 8,"1,570,000","1,162.51","1,351",Jul-22,BISHAN STREET 21,Resale,Strata,108,"14,537",-,Condominium,1,99 yrs lease commencing from 1996,20,Rest of Central Region,06 to 10
EURO-ASIA APARTMENTS,"222,180,000","119,060.6","1,866",Jul-22,SERANGOON ROAD,Resale,Strata,"11,061","20,087",-,Apartment,84,Freehold,12,Rest of Central Region,01 to 05
THE PEARL @ MOUNT FABER,"2,918,300","3,110.8",938,Jul-22,MOUNT FABER ROAD,Resale,Strata,289,"10,098",-,Condominium,1,99 yrs lease commencing from 2002,04,Rest of Central Region,06 to 10
THE TRILLIUM,"4,800,000","1,797.59","2,670",Jul-22,KIM SENG ROAD,Resale,Strata,167,"28,743",-,Condominium,1,Freehold,09,Core Central Region,21 to 25
PEBBLE BAY,"3,236,000","1,894.46","1,708",Jul-22,TANJONG RHU ROAD,Resale,Strata,176,"18,386",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,01 to 05
KILAT COURT,"1,968,000","2,088.22",942,Jul-22,LORONG KILAT,Resale,Strata,194,"10,144",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
NOMU,"1,600,000",613.55,"2,608",Jul-22,HANDY ROAD,Resale,Strata,57,"28,070",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ESTELLA GARDENS,"682,000",656.6,"1,039",Jul-22,FLORA ROAD,Resale,Strata,61,"11,180",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
CUSCADEN RESIDENCES,"3,750,000","1,442.38","2,600",Jul-22,CUSCADEN ROAD,Resale,Strata,134,"27,985",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
TROPIKA EAST,"2,220,000","1,819.12","1,220",Jul-22,FOO KIM LIN ROAD,Resale,Strata,169,"13,136",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
THE BAYSHORE,"1,080,000",947.23,"1,140",Jul-22,BAYSHORE ROAD,Resale,Strata,88,"12,273",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,06 to 10
SAVANNAH CONDOPARK,"1,630,000","1,797.59",907,Jul-22,SIMEI RISE,Resale,Strata,167,"9,760",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,06 to 10
THE SEA VIEW,"1,270,000",559.73,"2,269",Jul-22,AMBER ROAD,Resale,Strata,52,"24,423",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
SENNETT RESIDENCE,"925,000",581.26,"1,591",Jul-22,PHENG GECK AVENUE,Resale,Strata,54,"17,130",-,Condominium,1,99 yrs lease commencing from 2011,13,Rest of Central Region,06 to 10
REFLECTIONS AT KEPPEL BAY,"2,978,000","1,711.48","1,740",Jul-22,KEPPEL BAY VIEW,Resale,Strata,159,"18,730",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,06 to 10
ASTON MANSIONS,"1,340,000","1,140.98","1,174",Jul-22,LORONG 42 GEYLANG,Resale,Strata,106,"12,642",-,Apartment,1,99 yrs lease commencing from 1995,14,Rest of Central Region,06 to 10
PINNACLE 16,"2,150,000","1,323.97","1,624",Jul-22,SHAN ROAD,Resale,Strata,123,"17,480",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
SEASTRAND,"1,420,000","1,194.8","1,188",Jul-22,PASIR RIS LINK,Resale,Strata,111,"12,793",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
THE ARC AT DRAYCOTT,"3,480,000","1,270.15","2,740",Jul-22,DRAYCOTT DRIVE,Resale,Strata,118,"29,492",-,Apartment,1,Freehold,10,Core Central Region,16 to 20
THE HILLIER,"900,000",624.31,"1,442",Jul-22,HILLVIEW RISE,Resale,Strata,58,"15,517",-,Apartment,1,99 yrs lease commencing from 2011,23,Outside Central Region,11 to 15
STARVILLE,"1,400,000","1,216.33","1,151",Jul-22,LENGKONG TIGA,Resale,Strata,113,"12,389",-,Condominium,1,Freehold,14,Outside Central Region,06 to 10
8 FARRER SUITES,"1,020,000",624.31,"1,634",Jul-22,SING JOO WALK,Resale,Strata,58,"17,586",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
KINGSFORD WATERBAY,"990,000",839.59,"1,179",Jul-22,UPPER SERANGOON VIEW,Resale,Strata,78,"12,692",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,16 to 20
PARC SOPHIA,"1,060,000",667.37,"1,588",Jul-22,ADIS ROAD,Resale,Strata,62,"17,097",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE CLEMENT CANOPY,"1,095,000",656.6,"1,668",Jul-22,CLEMENTI AVENUE 1,Resale,Strata,61,"17,951",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,11 to 15
MAYSPRINGS,"1,530,000","1,550.02",987,Jul-22,PETIR ROAD,Resale,Strata,144,"10,625",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,21 to 25
TEMBELING RESIDENCE,"1,200,000",721.19,"1,664",Jul-22,TEMBELING ROAD,Resale,Strata,67,"17,910",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE WARREN,"1,468,888","1,474.67",996,Jul-22,CHOA CHU KANG LOOP,Resale,Strata,137,"10,722",-,Condominium,1,99 yrs lease commencing from 2001,23,Outside Central Region,06 to 10
LIVIA,"1,058,000",914.94,"1,156",Jul-22,PASIR RIS GROVE,Resale,Strata,85,"12,447",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
PARC RIVIERA,"920,000",602.78,"1,526",Jul-22,WEST COAST VALE,Resale,Strata,56,"16,429",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,16 to 20
THE SIXTH AVENUE RESIDENCES,"4,450,000","3,164.62","1,406",Jul-22,SIXTH AVENUE,Resale,Strata,294,"15,136",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THOMSON THREE,"1,280,000",731.95,"1,749",Jul-22,BRIGHT HILL DRIVE,Resale,Strata,68,"18,824",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,11 to 15
SUITES @ PAYA LEBAR,"945,000",645.84,"1,463",Jul-22,UPPER PAYA LEBAR ROAD,Resale,Strata,60,"15,750",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
ECO SANCTUARY,"1,450,000",990.29,"1,464",Jul-22,CHESTNUT AVENUE,Resale,Strata,92,"15,761",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,11 to 15
ONE LEICESTER,"2,180,000","1,377.79","1,582",Jul-22,LEICESTER ROAD,Resale,Strata,128,"17,031",-,Condominium,1,Freehold,13,Rest of Central Region,06 to 10
BALCON EAST,"788,000",538.2,"1,464",Jul-22,UPPER EAST COAST ROAD,Resale,Strata,50,"15,760",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
CAIRNHILL NINE,"1,988,000",968.76,"2,052",Jul-22,CAIRNHILL ROAD,Resale,Strata,90,"22,089",-,Apartment,1,99 yrs lease commencing from 2014,09,Core Central Region,06 to 10
VUE 8 RESIDENCE,"662,000",473.62,"1,398",Jul-22,PASIR RIS HEIGHTS,Resale,Strata,44,"15,045",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
REFLECTIONS AT KEPPEL BAY,"1,560,000","1,011.82","1,542",Jul-22,KEPPEL BAY VIEW,Resale,Strata,94,"16,596",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,06 to 10
ONE TREE HILL RESIDENCE,"2,580,000","1,130.22","2,283",Jul-22,ONE TREE HILL,Resale,Strata,105,"24,571",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
BRADDELL VIEW,"1,388,000","1,453.14",955,Jul-22,BRADDELL HILL,Resale,Strata,135,"10,281",-,Apartment,1,103 yrs lease commencing from 1975,20,Rest of Central Region,11 to 15
JERVOIS JADE,"1,500,000","1,227.1","1,222",Jul-22,JERVOIS CLOSE,Resale,Strata,114,"13,158",-,Apartment,1,99 yrs lease commencing from 1998,10,Core Central Region,01 to 05
SYMPHONY SUITES,"1,070,000",914.94,"1,169",Jul-22,YISHUN CLOSE,Resale,Strata,85,"12,588",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
D'NEST,"905,000",753.48,"1,201",Jul-22,PASIR RIS GROVE,Resale,Strata,70,"12,929",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
SELETAR SPRINGS CONDOMINIUM,"935,000","1,011.82",924,Jul-22,GERALD DRIVE,Resale,Strata,94,"9,947",-,Condominium,1,99 yrs lease commencing from 1997,28,Outside Central Region,01 to 05
CHANGI RISE CONDOMINIUM,"1,295,000","1,259.39","1,028",Jul-22,SIMEI RISE,Resale,Strata,117,"11,068",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,06 to 10
SUITES 28,"830,000","1,033.34",803,Jul-22,LORONG 30 GEYLANG,Resale,Strata,96,"8,646",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
NOVENA SUITES,"1,190,000",667.37,"1,783",Jul-22,MOULMEIN ROAD,Resale,Strata,62,"19,194",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
JERVOIS LODGE,"2,400,000","1,517.72","1,581",Jul-22,JERVOIS ROAD,Resale,Strata,141,"17,021",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
SKY HABITAT,"1,250,000",710.42,"1,760",Jul-22,BISHAN STREET 15,Resale,Strata,66,"18,939",-,Condominium,1,99 yrs lease commencing from 2011,20,Rest of Central Region,21 to 25
CAVENAGH COURT,"3,400,000","1,840.64","1,847",Jul-22,CAVENAGH ROAD,Resale,Strata,171,"19,883",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
RIPPLE BAY,"890,000",796.54,"1,117",Jul-22,PASIR RIS LINK,Resale,Strata,74,"12,027",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
FOREST WOODS,"2,420,000","1,237.86","1,955",Jul-22,LORONG LEW LIAN,Resale,Strata,115,"21,043",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,06 to 10
GRANDVIEW SUITES,"862,200",958,900,Jul-22,LORONG 22 GEYLANG,Resale,Strata,89,"9,688",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
LE QUEST,"716,500",495.14,"1,447",Jul-22,BUKIT BATOK STREET 41,Resale,Strata,46,"15,576",-,Apartment,1,99 yrs lease commencing from 2016,23,Outside Central Region,06 to 10
THE POIZ RESIDENCES,"780,000",441.32,"1,767",Jul-22,MEYAPPA CHETTIAR ROAD,Resale,Strata,41,"19,024",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,06 to 10
PARC RIVIERA,"1,650,000","1,420.85","1,161",Jul-22,WEST COAST VALE,Resale,Strata,132,"12,500",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,36 to 40
BRADDELL VIEW,"1,610,000","1,700.71",947,Jul-22,BRADDELL HILL,Resale,Strata,158,"10,190",-,Apartment,1,102 yrs lease commencing from 1978,20,Rest of Central Region,06 to 10
SIMS URBAN OASIS,"1,180,000",710.42,"1,661",Jul-22,SIMS DRIVE,Resale,Strata,66,"17,879",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,06 to 10
THE AZURE,"2,958,000","1,668.42","1,773",Jul-22,OCEAN DRIVE,Resale,Strata,155,"19,084",-,Condominium,1,99 yrs lease commencing from 2005,04,Core Central Region,01 to 05
PALM GARDENS,"1,100,000","1,205.57",912,Jul-22,HONG SAN WALK,Resale,Strata,112,"9,821",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,06 to 10
QUEENS PEAK,"1,238,888",624.31,"1,984",Jul-22,DUNDEE ROAD,Resale,Strata,58,"21,360",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,16 to 20
QUEENS PEAK,"1,035,000",495.14,"2,090",Jul-22,DUNDEE ROAD,Resale,Strata,46,"22,500",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,21 to 25
THE LEVELZ,"1,920,000",979.52,"1,960",Jul-22,FARRER ROAD,Resale,Strata,91,"21,099",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
THE INFINITI,"1,590,000","1,270.15","1,252",Jul-22,WEST COAST PARK,Resale,Strata,118,"13,475",-,Condominium,1,Freehold,05,Outside Central Region,01 to 05
SYMPHONY HEIGHTS,"1,420,000",968.76,"1,466",Jul-22,HUME AVENUE,Resale,Strata,90,"15,778",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
AXIS @ SIGLAP,"1,800,000","1,883.7",956,Jul-22,EAST COAST TERRACE,Resale,Strata,175,"10,286",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
VARSITY PARK CONDOMINIUM,"1,850,000","1,367.03","1,353",Jul-22,WEST COAST ROAD,Resale,Strata,127,"14,567",-,Condominium,1,99 yrs lease commencing from 2004,05,Outside Central Region,01 to 05
HILLSTA,"745,000",624.31,"1,193",Jul-22,PHOENIX ROAD,Resale,Strata,58,"12,845",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,01 to 05
JEWEL @ BUANGKOK,"1,004,500",688.9,"1,458",Jul-22,COMPASSVALE BOW,Resale,Strata,64,"15,695",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
ORCHID PARK CONDOMINIUM,"855,000",958,892,Jul-22,YISHUN STREET 81,Resale,Strata,89,"9,607",-,Condominium,1,99 yrs lease commencing from 1991,27,Outside Central Region,01 to 05
PARC ROSEWOOD,"1,620,000","2,314.26",700,Jul-22,ROSEWOOD DRIVE,Resale,Strata,215,"7,535",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC CENTROS,"985,000",764.24,"1,289",Jul-22,PUNGGOL CENTRAL,Resale,Strata,71,"13,873",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
ALTEZ,"1,600,000",861.12,"1,858",Jul-22,ENGGOR STREET,Resale,Strata,80,"20,000",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,31 to 35
THE HILLIER,"1,273,888",839.59,"1,517",Jul-22,HILLVIEW RISE,Resale,Strata,78,"16,332",-,Apartment,1,99 yrs lease commencing from 2011,23,Outside Central Region,11 to 15
THE SANTORINI,"1,510,000","1,259.39","1,199",Jul-22,TAMPINES STREET 86,Resale,Strata,117,"12,906",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,06 to 10
FULCRUM,"1,500,000",710.42,"2,111",Jul-22,FORT ROAD,Resale,Strata,66,"22,727",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
D' CASITA,"1,110,000",818.06,"1,357",Jul-22,LORONG MARZUKI,Resale,Strata,76,"14,605",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
D'LEEDON,"4,600,000","2,238.91","2,055",Jul-22,LEEDON HEIGHTS,Resale,Strata,208,"22,115",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,31 to 35
MAYSPRINGS,"1,480,000","1,550.02",955,Jul-22,PETIR ROAD,Resale,Strata,144,"10,278",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,16 to 20
KINGSFORD . HILLVIEW PEAK,"720,000",516.67,"1,394",Jul-22,HILLVIEW RISE,Resale,Strata,48,"15,000",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,01 to 05
THE SKYWOODS,"1,810,000","1,248.62","1,450",Jul-22,DAIRY FARM HEIGHTS,Resale,Strata,116,"15,603",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,11 to 15
SEASTRAND,"626,000",570.49,"1,097",Jul-22,PASIR RIS LINK,Resale,Strata,53,"11,811",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
CITY SQUARE RESIDENCES,"3,080,000","1,517.72","2,029",Jul-22,KITCHENER LINK,Resale,Strata,141,"21,844",-,Condominium,1,Freehold,08,Rest of Central Region,21 to 25
MARINA ONE RESIDENCES,"2,650,000","1,162.51","2,280",Jul-22,MARINA WAY,Resale,Strata,108,"24,537",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,01 to 05
WALLICH RESIDENCE,"6,550,000","1,722.24","3,803",Jul-22,WALLICH STREET,Resale,Strata,160,"40,938",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,56 to 60
DOVER PARKVIEW,"1,150,000",968.76,"1,187",Jul-22,DOVER RISE,Resale,Strata,90,"12,778",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,06 to 10
J GATEWAY,"925,000",495.14,"1,868",Jul-22,GATEWAY DRIVE,Resale,Strata,46,"20,109",-,Condominium,1,99 yrs lease commencing from 2012,22,Outside Central Region,16 to 20
URBAN VISTA,"650,000",441.32,"1,473",Jul-22,TANAH MERAH KECHIL LINK,Resale,Strata,41,"15,854",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05
SUMMER SCENT,"1,170,000",958,"1,221",Jul-22,KANG CHOO BIN ROAD,Resale,Strata,89,"13,146",-,Apartment,1,999 yrs lease commencing from 1883,19,Outside Central Region,01 to 05
D'LEEDON,"1,870,000","1,011.82","1,848",Jul-22,LEEDON HEIGHTS,Resale,Strata,94,"19,894",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,16 to 20
REGENTVILLE,"985,000","1,151.75",855,Jul-22,HOUGANG STREET 92,Resale,Strata,107,"9,206",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,01 to 05
THE CENTRIS,"1,588,000","1,237.86","1,283",Jul-22,JURONG WEST CENTRAL 3,Resale,Strata,115,"13,809",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,06 to 10
NIN RESIDENCE,"1,958,000","1,280.92","1,529",Jul-22,PHENG GECK AVENUE,Resale,Strata,119,"16,454",-,Apartment,1,99 yrs lease commencing from 2010,13,Rest of Central Region,11 to 15
REGENT PARK,"1,068,000",958,"1,115",Jul-22,JALAN LEMPENG,Resale,Strata,89,"12,000",-,Condominium,1,99 yrs lease commencing from 1993,05,Outside Central Region,06 to 10
BOTANNIA,"1,880,000","1,237.86","1,519",Jul-22,WEST COAST PARK,Resale,Strata,115,"16,348",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
HILLION RESIDENCES,"1,170,000",710.42,"1,647",Jul-22,JELEBU ROAD,Resale,Strata,66,"17,727",-,Apartment,1,99 yrs lease commencing from 2013,23,Outside Central Region,16 to 20
BEACON HEIGHTS,"1,610,000","1,108.69","1,452",Jul-22,MAR THOMA ROAD,Resale,Strata,103,"15,631",-,Condominium,1,999 yrs lease commencing from 1882,12,Rest of Central Region,21 to 25
RIVERBANK @ FERNVALE,"650,000",495.14,"1,313",Jul-22,FERNVALE CLOSE,Resale,Strata,46,"14,130",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,01 to 05
THE WATERINA,"1,650,000","1,065.64","1,548",Jul-22,LORONG 40 GEYLANG,Resale,Strata,99,"16,667",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
ORCHARD SCOTTS,"3,400,000","2,174.33","1,564",Jul-22,ANTHONY ROAD,Resale,Strata,202,"16,832",-,Condominium,1,99 yrs lease commencing from 2001,09,Core Central Region,06 to 10
THE PANORAMA,"780,000",430.56,"1,812",Jul-22,ANG MO KIO AVENUE 2,Resale,Strata,40,"19,500",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,06 to 10
RIVERSAILS,"1,100,000",947.23,"1,161",Jul-22,UPPER SERANGOON CRESCENT,Resale,Strata,88,"12,500",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
NEEM TREE,"800,000",419.8,"1,906",Jul-22,JALAN KEMAMAN,Resale,Strata,39,"20,513",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
TANAMERA CREST,"1,120,000","1,162.51",963,Jul-22,PARI DEDAP WALK,Resale,Strata,108,"10,370",-,Condominium,1,99 yrs lease commencing from 2000,16,Outside Central Region,01 to 05
CASPIAN,"1,140,000",936.47,"1,217",Jul-22,LAKESIDE DRIVE,Resale,Strata,87,"13,103",-,Condominium,1,99 yrs lease commencing from 2008,22,Outside Central Region,01 to 05
THE ARIZON,"1,300,000","1,765.3",736,Jul-22,GEYLANG ROAD,Resale,Strata,164,"7,927",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
SIMS URBAN OASIS,"1,100,000",667.37,"1,648",Jul-22,SIMS DRIVE,Resale,Strata,62,"17,742",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
EIGHT RIVERSUITES,"1,650,000","1,033.34","1,597",Jul-22,WHAMPOA EAST,Resale,Strata,96,"17,188",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,11 to 15
HILLION RESIDENCES,"770,000",462.85,"1,664",Jul-22,JELEBU ROAD,Resale,Strata,43,"17,907",-,Apartment,1,99 yrs lease commencing from 2013,23,Outside Central Region,11 to 15
COASTAL BREEZE RESIDENCES,"1,535,000","1,840.64",834,Jul-22,LOYANG BESAR CLOSE,Resale,Strata,171,"8,977",-,Condominium,1,99 yrs lease commencing from 2008,17,Outside Central Region,01 to 05
RIVERBANK @ FERNVALE,"1,060,000",818.06,"1,296",Jul-22,FERNVALE CLOSE,Resale,Strata,76,"13,947",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,01 to 05
EUHABITAT,"1,500,000","1,130.22","1,327",Jul-22,JALAN EUNOS,Resale,Strata,105,"14,286",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
ROCHELLE AT NEWTON,"2,600,000","1,474.67","1,763",Jul-22,KENG LEE ROAD,Resale,Strata,137,"18,978",-,Condominium,1,99 yrs lease commencing from 2008,11,Core Central Region,06 to 10
LUCIDA,"1,741,000","1,065.64","1,634",Jul-22,SUFFOLK ROAD,Resale,Strata,99,"17,586",-,Apartment,1,Freehold,11,Core Central Region,16 to 20
THE SANTORINI,"1,750,000","1,259.39","1,390",Jul-22,TAMPINES STREET 86,Resale,Strata,117,"14,957",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,11 to 15
RESIDENCES BOTANIQUE,"780,000",570.49,"1,367",Jul-22,YIO CHU KANG ROAD,Resale,Strata,53,"14,717",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
THE INFLORA,"850,000",742.72,"1,144",Jul-22,FLORA DRIVE,Resale,Strata,69,"12,319",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,06 to 10
REFLECTIONS AT KEPPEL BAY,"1,900,000","1,291.68","1,471",Jul-22,KEPPEL BAY VIEW,Resale,Strata,120,"15,833",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,01 to 05
THE CAPRI,"2,050,000","1,194.8","1,716",Jul-22,STEVENS ROAD,Resale,Strata,111,"18,468",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
THE PANORAMA,"1,160,000",699.66,"1,658",Jul-22,ANG MO KIO AVENUE 2,Resale,Strata,65,"17,846",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,01 to 05
8@WOODLEIGH,"1,770,000","1,151.75","1,537",Jul-22,WOODLEIGH CLOSE,Resale,Strata,107,"16,542",-,Condominium,1,99 yrs lease commencing from 2008,13,Rest of Central Region,01 to 05
GRANDEUR PARK RESIDENCES,"1,500,000",882.65,"1,699",Jul-22,BEDOK SOUTH AVENUE 3,Resale,Strata,82,"18,293",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,06 to 10
THE CLIFT,"999,000",505.91,"1,975",Jul-22,MCCALLUM STREET,Resale,Strata,47,"21,255",-,Apartment,1,99 yrs lease commencing from 2004,01,Core Central Region,16 to 20
RESIDENTIAL APARTMENTS,"1,268,000","1,216.33","1,042",Jul-22,SING AVENUE,Resale,Strata,113,"11,221",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
TREASURES @ G20,"510,000",419.8,"1,215",Jul-22,LORONG 20 GEYLANG,Resale,Strata,39,"13,077",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
EAST COAST RESIDENCES,"1,390,000","1,001.05","1,389",Jul-22,UPPER EAST COAST ROAD,Resale,Strata,93,"14,946",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
DUNMAN REGENCY,"1,368,000",871.88,"1,569",Jul-22,DUNMAN ROAD,Resale,Strata,81,"16,889",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
MAYSPRINGS,"900,000",904.18,995,Jul-22,PETIR ROAD,Resale,Strata,84,"10,714",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,11 to 15
BISHAN POINT,"1,280,000",936.47,"1,367",Jul-22,BRIGHT HILL DRIVE,Resale,Strata,87,"14,713",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,26 to 30
CARIBBEAN AT KEPPEL BAY,"3,000,000","1,646.89","1,822",Jul-22,KEPPEL BAY DRIVE,Resale,Strata,153,"19,608",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,01 to 05
PARC RIVIERA,"705,000",462.85,"1,523",Jul-22,WEST COAST VALE,Resale,Strata,43,"16,395",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,06 to 10
NATURA@HILLVIEW,"1,280,000","1,248.62","1,025",Jul-22,HILLVIEW TERRACE,Resale,Strata,116,"11,034",-,Apartment,1,Freehold,23,Outside Central Region,06 to 10
THE SANTORINI,"1,640,000","1,367.03","1,200",Jul-22,TAMPINES STREET 86,Resale,Strata,127,"12,913",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,01 to 05
CHANGI RISE CONDOMINIUM,"1,299,999","1,280.92","1,015",Jul-22,SIMEI RISE,Resale,Strata,119,"10,924",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
VACANZA @ EAST,"1,508,000","1,033.34","1,459",Jul-22,LENGKONG TUJOH,Resale,Strata,96,"15,708",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
THE MEYERISE,"2,089,000",882.65,"2,367",Jul-22,MEYER ROAD,Resale,Strata,82,"25,476",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
SUNNY PALMS,"3,088,888","2,970.86","1,040",Jul-22,LORONG G TELOK KURAU,Resale,Strata,276,"11,192",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
THE CENTRIS,"1,810,000","1,883.7",961,Jul-22,JURONG WEST CENTRAL 3,Resale,Strata,175,"10,343",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,01 to 05
THE SCENIC @ BRADDELL,"1,005,000",839.59,"1,197",Jul-22,BRADDELL ROAD,Resale,Strata,78,"12,885",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
PARC OASIS,"1,508,888","1,506.96","1,001",Jul-22,JURONG EAST AVENUE 1,Resale,Strata,140,"10,778",-,Condominium,1,99 yrs lease commencing from 1991,22,Outside Central Region,01 to 05
